Overpotential / V,Current / A,Tafel
7.499304687000019065e-02,3.358999999999999942e-06,-5.473789996158335391e+00
7.599240103000015623e-02,3.670999999999999666e-06,-5.435215615496013619e+00
7.699175311999995053e-02,3.983999999999999464e-06,-5.399680670248338643e+00
7.799159166000002585e-02,4.061999999999999395e-06,-5.391260080931211895e+00
7.899240103000026991e-02,3.670999999999999666e-06,-5.435215615496013619e+00
7.999191458000010080e-02,3.906000000000000380e-06,-5.408267761048164424e+00
8.099078435999995662e-02,4.452000000000000743e-06,-5.351444844337328810e+00
8.199045937000004614e-02,4.609000000000000256e-06,-5.336393291875479505e+00
8.299045937000015805e-02,4.609000000000000256e-06,-5.336393291875479505e+00
8.398997499000016020e-02,4.843000000000000049e-06,-5.314885530953461057e+00
8.498851977999999363e-02,5.545999999999999925e-06,-5.256020134758156992e+00
8.598884270000017871e-02,5.390000000000000063e-06,-5.268411234813261679e+00
8.698900623000027643e-02,5.310999999999999634e-06,-5.274823698580862974e+00
8.798819686000003415e-02,5.701999999999999786e-06,-5.243972787026558890e+00
8.898706456999994074e-02,6.249000000000000648e-06,-5.204189475332591464e+00
8.998771248000014822e-02,5.936000000000000426e-06,-5.226506107729028905e+00
9.098755102000022355e-02,6.014000000000000357e-06,-5.220836576235501347e+00
9.198625727000009356e-02,6.639000000000000302e-06,-5.177897331353079835e+00
9.298528644000003673e-02,7.107999999999999539e-06,-5.148252580866736317e+00
9.398512498000011206e-02,7.185999999999999469e-06,-5.143512787131369279e+00
9.498496352000018739e-02,7.263999999999999400e-06,-5.138824164486971213e+00
9.598480206000004067e-02,7.341999999999999331e-06,-5.134185619832032366e+00
9.698399269000002043e-02,7.733000000000000331e-06,-5.111651989821950792e+00
9.798383123000009576e-02,7.811000000000000262e-06,-5.107293362194334385e+00
9.898269894000022440e-02,8.358000000000000276e-06,-5.077897633192392846e+00
9.998140519000009441e-02,8.983000000000000221e-06,-5.046578600318964547e+00
1.009814051899999843e-01,8.983000000000000221e-06,-5.046578600318964547e+00
1.019788239000001262e-01,1.023000000000000031e-05,-4.990124366287839841e+00
1.029791344000001718e-01,1.008000000000000005e-05,-4.996539467890493746e+00
1.039780166000001671e-01,1.061999999999999996e-05,-4.973875483254549756e+00
1.049760708000000431e-01,1.156000000000000113e-05,-4.937042165915489278e+00
1.059747667000001670e-01,1.219000000000000018e-05,-4.913996294381617780e+00
1.069726760000000443e-01,1.320000000000000067e-05,-4.879426068794150417e+00
1.079747667000001687e-01,1.219000000000000018e-05,-4.913996294381617780e+00
1.089694467999999805e-01,1.476000000000000098e-05,-4.830913642512976836e+00
1.099663625000000255e-01,1.625000000000000196e-05,-4.789146634685106818e+00
1.109616843000000852e-01,1.851000000000000066e-05,-4.732593581247096282e+00
1.119571510000001435e-01,2.070000000000000171e-05,-4.684029654543082621e+00
1.129524727999999811e-01,2.296000000000000040e-05,-4.639028116274063862e+00
1.139430957000000522e-01,2.749000000000000277e-05,-4.560825260156531336e+00
1.149345259000000841e-01,3.163000000000000040e-05,-4.499900808084277060e+00
1.159222301000000233e-01,3.757000000000000113e-05,-4.425158804936615731e+00
1.169080091999998849e-01,4.444000000000000142e-05,-4.352225949731169941e+00
1.178869780000000311e-01,5.460000000000000579e-05,-4.262807357295262278e+00
1.188615997999999951e-01,6.686000000000000699e-05,-4.174833627743450570e+00
1.198284384000001257e-01,8.287999999999999252e-05,-4.081550257598841824e+00
1.207890670000000277e-01,1.019000000000000103e-04,-3.991825815993573556e+00
1.217352470000001574e-01,1.279000000000000189e-04,-3.893129455521346038e+00
1.226685929999999924e-01,1.600999999999999884e-04,-3.795608668080700188e+00
1.235828950000001925e-01,2.015000000000000189e-04,-3.695724949522871672e+00
1.244744269999999986e-01,2.539000000000000458e-04,-3.595337299126277752e+00
1.253363580000002031e-01,3.205999999999999866e-04,-3.494036481981873887e+00
1.261786240000000170e-01,3.967999999999999956e-04,-3.401428336517859030e+00
1.270171640000001823e-01,4.747999999999999942e-04,-3.323489289717446393e+00
1.278592229999999663e-01,5.511000000000000057e-04,-3.258769588974529174e+00
1.287066640000000817e-01,6.248000000000000081e-04,-3.204258979130756302e+00
1.295630059999999251e-01,6.942000000000000687e-04,-3.158515390664606848e+00
1.304255580000002190e-01,7.606000000000000564e-04,-3.118843678924436258e+00
1.313044629999999824e-01,8.191000000000000147e-04,-3.086663074067376833e+00
1.321957880000002028e-01,8.716000000000000440e-04,-3.059682778425782068e+00
1.331212680000000148e-01,9.075999999999999433e-04,-3.042105512787101507e+00
1.340798680000001575e-01,9.275999999999999957e-04,-3.032639260034050377e+00
1.350649640000001206e-01,9.347999999999999539e-04,-3.029281296279810576e+00
1.360835940000000299e-01,9.257999999999999520e-04,-3.033482823553208085e+00
1.371316179999999552e-01,9.025999999999999301e-04,-3.044504670815872949e+00
1.382030330000001417e-01,8.681000000000000131e-04,-3.061430243778938909e+00
1.392990810000001023e-01,8.216999999999999695e-04,-3.085286713026376137e+00
1.404015460000000992e-01,7.722000000000000131e-04,-3.112270202711969525e+00
1.415104279999999104e-01,7.196000000000000356e-04,-3.142908845326486400e+00
1.426186890000000762e-01,6.673000000000000112e-04,-3.175678875149228642e+00
1.437188769999999671e-01,6.189000000000000274e-04,-3.208379517307185846e+00
1.448167880000001961e-01,5.716000000000000161e-04,-3.242907779881067487e+00
1.459118010000000076e-01,5.256999999999999304e-04,-3.279262022981574987e+00
1.469908750000001874e-01,4.874999999999999776e-04,-3.312025379965444216e+00
1.480649810000000954e-01,4.516999999999999748e-04,-3.345149909438605906e+00
1.491279090000001695e-01,4.212999999999999948e-04,-3.375408540873152230e+00
1.501829709999999984e-01,3.946999999999999988e-04,-3.403732873604484510e+00
1.512351350000000760e-01,3.694999999999999825e-04,-3.432385557269155285e+00
1.522794330000001306e-01,3.481000000000000045e-04,-3.458295976715711539e+00
1.533195910000000328e-01,3.287000000000000208e-04,-3.483200295918375655e+00
1.543574720000000511e-01,3.104000000000000097e-04,-3.508078287413848972e+00
1.553895570000001225e-01,2.949000000000000124e-04,-3.530325227448201986e+00
1.564187439999999985e-01,2.807999999999999949e-04,-3.551602896542232379e+00
1.574471030000001992e-01,2.670999999999999872e-04,-3.573326111978627040e+00
1.584729780000000421e-01,2.546000000000000086e-04,-3.594141600682363435e+00
1.594951270000002364e-01,2.439000000000000196e-04,-3.612788199686269408e+00
1.605178970000000760e-01,2.328999999999999961e-04,-3.632830511465319212e+00
1.615367340000002372e-01,2.237999999999999918e-04,-3.650139917807668777e+00
1.625572269999999708e-01,2.139000000000000222e-04,-3.669789215428472140e+00
1.635762710000001618e-01,2.046999999999999883e-04,-3.688882157337494583e+00
1.645928309999999950e-01,1.967000000000000107e-04,-3.706195640080663267e+00
1.656081490000000933e-01,1.892999999999999934e-04,-3.722849386036203079e+00
1.666232599999999398e-01,1.820000000000000057e-04,-3.739928612014925324e+00
1.676369220000002436e-01,1.754000000000000079e-04,-3.755970410969978079e+00
1.686516190000000304e-01,1.682999999999999980e-04,-3.773915884024176215e+00
1.696611409999999598e-01,1.637000000000000217e-04,-3.785951320588058611e+00
1.706731470000000250e-01,1.579000000000000163e-04,-3.801617869991705589e+00
1.716849460000000605e-01,1.522000000000000132e-04,-3.817585347565445986e+00
1.726963310000000362e-01,1.466999999999999880e-04,-3.833569886156717565e+00
1.737050249999998464e-01,1.424999999999999943e-04,-3.846185135655471043e+00
1.747141329999999382e-01,1.380999999999999958e-04,-3.859806321421368924e+00
1.757211710000001759e-01,1.346999999999999944e-04,-3.870632404277014604e+00
1.767300720000000158e-01,1.303999999999999983e-04,-3.884722408604098565e+00
1.777362819999999122e-01,1.274000000000000067e-04,-3.894830572000668401e+00
1.787455970000000338e-01,1.229000000000000058e-04,-3.910448117113545674e+00
1.797513930000000926e-01,1.201000000000000055e-04,-3.920456992597094015e+00
1.807580170000000486e-01,1.169000000000000090e-04,-3.932185488838159770e+00
1.817640199999999151e-01,1.140000000000000063e-04,-3.943095148663527283e+00
1.827698159999999739e-01,1.111999999999999924e-04,-3.953895212753961275e+00
1.837756120000002547e-01,1.083999999999999921e-04,-3.964970717797632105e+00
1.847801660000001345e-01,1.062000000000000064e-04,-3.973875483254549756e+00
1.857849270000000441e-01,1.039000000000000047e-04,-3.983384452442822354e+00
1.867907230000001029e-01,1.010999999999999909e-04,-3.995248844408998856e+00
1.877935175000000623e-01,9.975000000000001227e-05,-4.001087095641214120e+00
1.887985269000000965e-01,9.733000000000000494e-05,-4.011753276624621556e+00
1.898016112000000533e-01,9.583999999999999041e-05,-4.018453194954763497e+00
1.908067862000000225e-01,9.334000000000001096e-05,-4.029932203450862893e+00
1.918108227000001609e-01,9.139000000000000422e-05,-4.039101322673339212e+00
1.928143830999999864e-01,8.967000000000000036e-05,-4.047352830241057298e+00
1.938168049999999809e-01,8.849999999999999631e-05,-4.053056729302174865e+00
1.948210071000000543e-01,8.647000000000000389e-05,-4.063134541024377100e+00
1.958229529000001801e-01,8.553000000000000273e-05,-4.067881527970877542e+00
1.968245674999999917e-01,8.475000000000001358e-05,-4.071860293124879959e+00
1.978292663999998702e-01,8.247999999999999635e-05,-4.083651347724539526e+00
1.988303842000000987e-01,8.194000000000000491e-05,-4.086504040382876290e+00
1.998329717000002503e-01,8.069000000000000163e-05,-4.093180284533454838e+00
2.008352487000000242e-01,7.959000000000000200e-05,-4.099141495298008309e+00
2.018363665000000307e-01,7.904999999999999701e-05,-4.102098125731772349e+00
2.028395956999999861e-01,7.749000000000000516e-05,-4.110754339107020705e+00
2.038408998000000860e-01,7.686000000000000611e-05,-4.114299619871670366e+00
2.048438185000001077e-01,7.545000000000000437e-05,-4.122340755888391328e+00
2.058457435999998530e-01,7.451999999999999803e-05,-4.127727153775794910e+00
2.068467165000000829e-01,7.405000000000001100e-05,-4.130474937142772696e+00
2.078473582000002207e-01,7.373999999999999533e-05,-4.132296866729902263e+00
2.088498008000001516e-01,7.255999999999999646e-05,-4.139302725947961115e+00
2.098493040000000143e-01,7.280000000000000772e-05,-4.137868620686962373e+00
2.108493040000001262e-01,7.280000000000000772e-05,-4.137868620686962373e+00
2.118528644000001737e-01,7.108000000000000386e-05,-4.148252580866736317e+00
2.128548102000000775e-01,7.013999999999998914e-05,-4.154034238454515915e+00
2.138562591999999540e-01,6.943999999999999923e-05,-4.158390287831564613e+00
2.148564248000000010e-01,6.936000000000000000e-05,-4.158890915531846311e+00
2.158570665000001387e-01,6.904999999999999788e-05,-4.160836317085349734e+00
2.168593227999999762e-01,6.796000000000000662e-05,-4.167746629802992153e+00
2.178593227999998660e-01,6.796000000000000662e-05,-4.167746629802992153e+00
2.188612685999999918e-01,6.701999999999999191e-05,-4.173795576500747728e+00
2.198635249000002734e-01,6.593000000000000065e-05,-4.180916924256297129e+00
2.208635249000001632e-01,6.593000000000000065e-05,-4.180916924256297129e+00
2.218627175999998702e-01,6.632000000000000200e-05,-4.178355482457782877e+00
2.228644978000000609e-01,6.546000000000000007e-05,-4.184023999028014806e+00
2.238659675000000959e-01,6.475000000000000178e-05,-4.188760227246710599e+00
2.248678926000000633e-01,6.382000000000000899e-05,-4.195043200142507978e+00
2.258661123999998743e-01,6.467999999999999737e-05,-4.189229988765636570e+00
2.268682238000001572e-01,6.365999999999999697e-05,-4.196133365715016161e+00
2.278682238000002691e-01,6.365999999999999697e-05,-4.196133365715016161e+00
2.288693622999999899e-01,6.310999999999999715e-05,-4.199901819825224258e+00
2.298698383999999706e-01,6.288000000000000783e-05,-4.201487466968648832e+00
2.308704801000001083e-01,6.257000000000000571e-05,-4.203633845022478610e+00
2.318706457000001553e-01,6.248999999999999293e-05,-4.204189475332591464e+00
2.328712874000000710e-01,6.218000000000000436e-05,-4.206349282292826786e+00
2.338714529999998959e-01,6.210000000000000513e-05,-4.206908399823420019e+00
2.348727570999999958e-01,6.146999999999999253e-05,-4.211336786879142480e+00
2.358722603000003026e-01,6.171000000000000378e-05,-4.209644453585613455e+00
2.368735644000001805e-01,6.108000000000000473e-05,-4.214100971615616587e+00
2.378729227000000446e-01,6.139000000000000685e-05,-4.211902366619702853e+00
2.388740405000000511e-01,6.085000000000000185e-05,-4.215739417433916003e+00
2.398750134000002809e-01,6.038000000000000127e-05,-4.219106891312921270e+00
2.408746822000000787e-01,6.053999999999999974e-05,-4.217957583379446262e+00
2.418724259000000210e-01,6.163000000000000455e-05,-4.210207832269324157e+00
2.428743717000001467e-01,6.069000000000000338e-05,-4.216882862509533147e+00
2.438751790000002195e-01,6.030000000000000204e-05,-4.219682687859848791e+00
2.448758207000001352e-01,5.998999999999999992e-05,-4.221921138062545431e+00
2.458745372999999734e-01,6.060999999999999737e-05,-4.217455715989990139e+00
2.468746822000000840e-01,6.053999999999999974e-05,-4.217957583379446262e+00
2.478753446000001581e-01,6.022000000000000280e-05,-4.220259248823259313e+00
2.488761519000000089e-01,5.983000000000000145e-05,-4.223080997157953931e+00
2.498738749000000148e-01,6.093000000000000109e-05,-4.215168821875530547e+00
2.508758207000001406e-01,5.998999999999999992e-05,-4.221921138062545431e+00
2.518750134000002916e-01,6.038000000000000127e-05,-4.219106891312921270e+00
2.528750134000001815e-01,6.038000000000000127e-05,-4.219106891312921270e+00
2.538735644000000846e-01,6.108000000000000473e-05,-4.214100971615616587e+00
2.548738749000001302e-01,6.093000000000000109e-05,-4.215168821875530547e+00
2.558735644000003084e-01,6.108000000000000473e-05,-4.214100971615616587e+00
2.568733988000000412e-01,6.116000000000000397e-05,-4.213532523259717166e+00
2.578717842000000093e-01,6.194000000000000666e-05,-4.208028798979231766e+00
2.588720947000000550e-01,6.179000000000000302e-05,-4.209081804785421710e+00
2.598708113000003372e-01,6.241000000000000724e-05,-4.204745817419117238e+00
2.608693623000000184e-01,6.310999999999999715e-05,-4.199901819825224258e+00
2.618685549999999473e-01,6.349999999999999850e-05,-4.197226274708024008e+00
2.628691966999998630e-01,6.318999999999999639e-05,-4.199351644636012182e+00
2.638669404000000274e-01,6.428000000000000120e-05,-4.191924131908693063e+00
2.648672509000000730e-01,6.413000000000001111e-05,-4.192938760082761007e+00
2.658643528999999894e-01,6.553000000000000448e-05,-4.183559832043861171e+00
2.668627175999997991e-01,6.632000000000000200e-05,-4.178355482457782877e+00
2.678606269000001205e-01,6.733000000000000757e-05,-4.171791385532054974e+00
2.688590123000000887e-01,6.811000000000001027e-05,-4.166789119717391188e+00
2.698573977000000568e-01,6.889000000000001297e-05,-4.161843815247852518e+00
2.708565903999999858e-01,6.928000000000000076e-05,-4.159392120990709429e+00
2.718531956000000971e-01,7.091999999999999184e-05,-4.149231273071119830e+00
2.728504425000002342e-01,7.224999999999999435e-05,-4.141162148571414292e+00
2.738472133000000586e-01,7.380999999999999974e-05,-4.131884794672783023e+00
2.748459091999999604e-01,7.444000000000001234e-05,-4.128193635541270723e+00
2.758417071000001108e-01,7.646999999999999121e-05,-4.116508909811070538e+00
2.768387884000000909e-01,7.788000000000000651e-05,-4.108574057152005743e+00
2.778347518999999544e-01,7.982999999999999970e-05,-4.097833870728949002e+00
2.788307153999998178e-01,8.178000000000000644e-05,-4.087352893781682539e+00
2.798277967000000199e-01,8.319000000000000819e-05,-4.079928875702475644e+00
2.808227873000002095e-01,8.561000000000000196e-05,-4.067475502949458033e+00
2.818181091000000471e-01,8.787000000000001082e-05,-4.056159373598738682e+00
2.828122716999998953e-01,9.069000000000001431e-05,-4.042440598102520433e+00
2.838066206000000591e-01,9.342000000000001019e-05,-4.029560137048235902e+00
2.848017768000001837e-01,9.576000000000000473e-05,-4.018815862601646138e+00
2.857949872000000724e-01,9.904000000000000043e-05,-4.004189368323957332e+00
2.867890669999999531e-01,1.019000000000000103e-04,-3.991825815993573556e+00
2.877818220000001315e-01,1.054000000000000005e-04,-3.977159389123472000e+00
2.887749910000001474e-01,1.087000000000000130e-04,-3.963770455913705248e+00
2.897658830000000574e-01,1.131000000000000115e-04,-3.946537395074544818e+00
2.907588449999998215e-01,1.165000000000000128e-04,-3.933674074637962370e+00
2.917491160000000860e-01,1.212000000000000051e-04,-3.916497380169732700e+00
2.927395940000001584e-01,1.257999999999999949e-04,-3.900319358890750099e+00
2.937294510000001413e-01,1.307000000000000056e-04,-3.883724412419455874e+00
2.947195149999999320e-01,1.355000000000000139e-04,-3.868060704789575421e+00
2.957081299999999580e-01,1.409999999999999849e-04,-3.850780887344620318e+00
2.966979870000001629e-01,1.458999999999999956e-04,-3.835944708106548529e+00
2.976841180000000531e-01,1.526000000000000230e-04,-3.816445466381138463e+00
2.986716979999999300e-01,1.586000000000000062e-04,-3.799696817018415107e+00
2.996578290000000422e-01,1.653000000000000064e-04,-3.781727146428552455e+00
3.006435460000000948e-01,1.721999999999999844e-04,-3.763966852882364211e+00
3.016274000000001010e-01,1.799999999999999842e-04,-3.744727494896693987e+00
3.026131169999999315e-01,1.869000000000000164e-04,-3.728390698621168120e+00
3.035963500000000703e-01,1.950000000000000236e-04,-3.709965388637482153e+00
3.045785480000000600e-01,2.036000000000000158e-04,-3.691222226335278744e+00
3.055582620000001359e-01,2.134000000000000100e-04,-3.670805584911549069e+00
3.065390109999999169e-01,2.227000000000000193e-04,-3.652279782965961896e+00
3.075174830000000359e-01,2.331000000000000010e-04,-3.632457726479423332e+00
3.084963690000002146e-01,2.433000000000000050e-04,-3.613857891069181427e+00
3.094738059999999624e-01,2.541999999999999989e-04,-3.594824453782010654e+00
3.104504150000000351e-01,2.655000000000000025e-04,-3.575935474582512263e+00
3.114247470000000018e-01,2.778999999999999786e-04,-3.556111453222628338e+00
3.124001140000001175e-01,2.897999999999999968e-04,-3.537901618864844444e+00
3.133732040000001273e-01,3.028000000000000418e-04,-3.518844129171964763e+00
3.143448449999999283e-01,3.164999999999999953e-04,-3.499626285646626034e+00
3.153144160000000973e-01,3.312000000000000274e-04,-3.479909671887157607e+00
3.162817100000001602e-01,3.469999999999999777e-04,-3.459670525209126435e+00
3.172477620000000442e-01,3.633999999999999969e-04,-3.439615077027984302e+00
3.182133999999998686e-01,3.800000000000000209e-04,-3.420216403383189885e+00
3.191773820000001205e-01,3.974000000000000102e-04,-3.400772137226203640e+00
3.201388800000002366e-01,4.159999999999999744e-04,-3.380906669373257234e+00
3.210981010000000246e-01,4.356999999999999654e-04,-3.360812440064246065e+00
3.220552519999999586e-01,4.563999999999999806e-04,-3.340654364253822894e+00
3.230084699999999920e-01,4.789999999999999879e-04,-3.319664486585436780e+00
3.239616880000002475e-01,5.016000000000000493e-04,-3.299642472177339858e+00
3.249126290000001749e-01,5.253000000000000291e-04,-3.279592599196891278e+00
3.258615000000000261e-01,5.500000000000000331e-04,-3.259637310505756336e+00
3.268068520000000365e-01,5.764000000000000243e-04,-3.239276027858048135e+00
3.277497200000001332e-01,6.040000000000000447e-04,-3.218963061378868229e+00
3.286907249999999614e-01,6.324999999999999243e-04,-3.198939470152144526e+00
3.296319370000000415e-01,6.609000000000000725e-04,-3.179864248129570026e+00
3.305694230000000289e-01,6.911000000000000476e-04,-3.160459107031031056e+00
3.315011130000002915e-01,7.240999999999999824e-04,-3.140201452519434167e+00
3.324344590000001265e-01,7.563000000000000061e-04,-3.121305899603891820e+00
3.333659419999999152e-01,7.893999999999999975e-04,-3.102702877940503257e+00
3.342920430000000387e-01,8.250999999999999437e-04,-3.083493412884844354e+00
3.352119340000001557e-01,8.638000000000000712e-04,-3.063586800288520262e+00
3.361322390000001104e-01,9.022999999999999771e-04,-3.044649042632340041e+00
3.370533719999999622e-01,9.403999999999999816e-04,-3.026687379547098100e+00
3.379664319999999833e-01,9.824000000000000267e-04,-3.007711646202907652e+00
3.388782500000002695e-01,1.024999999999999870e-03,-2.989276134608227053e+00
3.397851000000000621e-01,1.069999999999999988e-03,-2.970616222314790278e+00
3.406857400000000702e-01,1.118000000000000070e-03,-2.951558196449595606e+00
3.415905200000000086e-01,1.163999999999999887e-03,-2.934047019686130575e+00
3.424890900000001626e-01,1.213000000000000102e-03,-2.916139199133426896e+00
3.433876600000000945e-01,1.262000000000000101e-03,-2.898940645091884427e+00
3.442820899999998741e-01,1.312999999999999931e-03,-2.881735273910520867e+00
3.451641000000000847e-01,1.370000000000000124e-03,-2.863279432843593320e+00
3.460481800000001495e-01,1.425999999999999967e-03,-2.845880474484153044e+00
3.469322599999999923e-01,1.482000000000000027e-03,-2.829151796356690785e+00
3.478080599999999745e-01,1.541999999999999968e-03,-2.811915626285061975e+00
3.486776500000001722e-01,1.605000000000000090e-03,-2.794524963259108929e+00
3.495513800000003002e-01,1.665999999999999946e-03,-2.778325002929231236e+00
3.504209700000000538e-01,1.729000000000000068e-03,-2.762205006726077272e+00
3.512822799999999468e-01,1.796000000000000070e-03,-2.745693667668714255e+00
3.521270300000001185e-01,1.871000000000000050e-03,-2.727926212499990122e+00
3.529821300000002271e-01,1.941000000000000017e-03,-2.711974464611637270e+00
3.538372300000001136e-01,2.011000000000000201e-03,-2.696587929403257977e+00
3.546861199999999936e-01,2.083999999999999915e-03,-2.681102285372513272e+00
3.555308700000001654e-01,2.158999999999999895e-03,-2.665747357665769091e+00
3.563756200000001151e-01,2.233999999999999875e-03,-2.650916831220409886e+00
3.572079500000000518e-01,2.314999999999999784e-03,-2.635449004646027937e+00
3.580340699999999821e-01,2.399000000000000091e-03,-2.619969752032169197e+00
3.588664000000001408e-01,2.480000000000000000e-03,-2.605548319173783600e+00
3.596883800000001408e-01,2.565999999999999705e-03,-2.590743347961090404e+00
3.605062200000002104e-01,2.654000000000000109e-03,-2.576099081471583396e+00
3.613261299999999121e-01,2.740999999999999947e-03,-2.562090964460501663e+00
3.621336200000000449e-01,2.834000000000000147e-03,-2.547600154088558444e+00
3.629349000000001713e-01,2.930000000000000313e-03,-2.533132379645890442e+00
3.637361800000000756e-01,3.026000000000000044e-03,-2.519131076312832285e+00
3.645333200000000495e-01,3.124000000000000041e-03,-2.505288974794737111e+00
3.653263200000000932e-01,3.224000000000000303e-03,-2.491604966866947102e+00
3.661131100000001304e-01,3.327000000000000096e-03,-2.477947199131177669e+00
3.668999000000001676e-01,3.430000000000000323e-03,-2.464705879957229673e+00
3.676804799999999762e-01,3.536000000000000081e-03,-2.451487743658964380e+00
3.684610600000000069e-01,3.641999999999999838e-03,-2.438660058541098685e+00
3.692457800000001900e-01,3.746000000000000198e-03,-2.426432226960781424e+00
3.700180800000001380e-01,3.856000000000000053e-03,-2.413862974769206637e+00
3.707821000000000033e-01,3.970000000000000438e-03,-2.401209493236884818e+00
3.715378400000000081e-01,4.088000000000000488e-03,-2.388489112873343423e+00
3.722956500000003111e-01,4.205000000000000404e-03,-2.376233999866069091e+00
3.730389700000000808e-01,4.328999999999999515e-03,-2.363612414186843314e+00
3.737864300000000028e-01,4.451000000000000095e-03,-2.351542405717477635e+00
3.745235400000002102e-01,4.578000000000000472e-03,-2.339324211661475861e+00
3.752710000000001322e-01,4.700000000000000185e-03,-2.327902142064282476e+00
3.760101800000001937e-01,4.825999999999999561e-03,-2.316412682427233083e+00
3.767514300000001093e-01,4.950999999999999672e-03,-2.305307073668515727e+00
3.774885399999998725e-01,5.078000000000000048e-03,-2.294307303462296499e+00
3.782318600000000863e-01,5.202000000000000027e-03,-2.283829652140146216e+00
3.789503400000000521e-01,5.337999999999999863e-03,-2.272621430548511068e+00
3.796667499999999418e-01,5.474999999999999832e-03,-2.261615876487844012e+00
3.803769499999998249e-01,5.615000000000000199e-03,-2.250650239402523400e+00
3.810912900000000825e-01,5.753000000000000301e-03,-2.240105625974500914e+00
3.817952800000001812e-01,5.896000000000000199e-03,-2.229442525149004872e+00
3.825013399999999120e-01,6.037999999999999964e-03,-2.219106891312921270e+00
3.832260299999998843e-01,6.171000000000000270e-03,-2.209644453585613455e+00
3.839217400000001224e-01,6.317999999999999831e-03,-2.199420378430869683e+00
3.846133100000002081e-01,6.466999999999999658e-03,-2.189297139052883256e+00
3.853069499999999259e-01,6.615000000000000220e-03,-2.179470151476480044e+00
3.860005899999998658e-01,6.762999999999999914e-03,-2.169860612574657122e+00
3.866631799999999952e-01,6.926000000000000732e-03,-2.159517512786557791e+00
3.873464700000002203e-01,7.079000000000000223e-03,-2.150028087671149724e+00
3.880359700000000078e-01,7.229000000000000183e-03,-2.140921775253030734e+00
3.887109799999999282e-01,7.386000000000000204e-03,-2.131590696685039976e+00
3.893818499999999183e-01,7.545000000000000491e-03,-2.122340755888391328e+00
3.900465100000001240e-01,7.707000000000000309e-03,-2.113114641013991157e+00
3.907008199999999487e-01,7.873999999999999055e-03,-2.103804589545789305e+00
3.913613400000000020e-01,8.038000000000000006e-03,-2.094851998143984151e+00
3.920073699999999661e-01,8.208999999999999284e-03,-2.085709744334050875e+00
3.926678900000002415e-01,8.373000000000000234e-03,-2.077118908791706353e+00
3.933035700000000467e-01,8.548999999999999308e-03,-2.068084682918753803e+00
