Mode,Chronopotentiometry,,
Applied current (A),0.02,,
Applied potential (V),,,
Time (s),1800,,
Reference electrode potential (V vs. RHE),0.929,,
Working area (cm^2),2,,
Applied current density (mA/cm^2),10,,
Solution resistance (ohm),2.3,Compensation level (%),0
,,,
Time,Original Potential,Potential,
sec,V,"V vs. RHE, iR-corrected",
551.2,0.8183,1.7473,
551.3,0.8183,1.7473,
551.4,0.8183,1.7473,
551.5,0.8183,1.7473,
551.6,0.8183,1.7473,
551.7,0.8183,1.7473,
551.8,0.8183,1.7473,
551.9,0.8183,1.7473,
552,0.8183,1.7473,
552.1,0.8183,1.7473,
552.2,0.8183,1.7473,
552.3,0.8183,1.7473,
552.4,0.8184,1.7474,
552.5,0.8184,1.7474,
552.6,0.8184,1.7474,
552.7,0.8183,1.7473,
552.8,0.8184,1.7474,
552.9,0.8184,1.7474,
553,0.8184,1.7474,
553.1,0.8184,1.7474,
553.2,0.8184,1.7474,
553.3,0.8184,1.7474,
553.4,0.8184,1.7474,
553.5,0.8184,1.7474,
553.6,0.8184,1.7474,
553.7,0.8184,1.7474,
553.8,0.8184,1.7474,
553.9,0.8185,1.7475,
554,0.8184,1.7474,
554.1,0.8184,1.7474,
554.2,0.8184,1.7474,
554.3,0.8184,1.7474,
554.4,0.8184,1.7474,
554.5,0.8185,1.7475,
554.6,0.8185,1.7475,
554.7,0.8185,1.7475,
554.8,0.8185,1.7475,
554.9,0.8185,1.7475,
555,0.8185,1.7475,
555.1,0.8184,1.7474,
555.2,0.8184,1.7474,
555.3,0.8185,1.7475,
555.4,0.8184,1.7474,
555.5,0.8185,1.7475,
555.6,0.8185,1.7475,
555.7,0.8186,1.7476,
555.8,0.8186,1.7476,
555.9,0.8185,1.7475,
556,0.8186,1.7476,
556.1,0.8185,1.7475,
556.2,0.8186,1.7476,
556.3,0.8185,1.7475,
556.4,0.8185,1.7475,
556.5,0.8185,1.7475,
556.6,0.8186,1.7476,
556.7,0.8186,1.7476,
556.8,0.8186,1.7476,
556.9,0.8186,1.7476,
557,0.8185,1.7475,
557.1,0.8185,1.7475,
557.2,0.8185,1.7475,
557.3,0.8185,1.7475,
557.4,0.8186,1.7476,
557.5,0.8186,1.7476,
557.6,0.8186,1.7476,
557.7,0.8186,1.7476,
557.8,0.8186,1.7476,
557.9,0.8186,1.7476,
558,0.8187,1.7477,
558.1,0.8186,1.7476,
558.2,0.8186,1.7476,
558.3,0.8187,1.7477,
558.4,0.8187,1.7477,
558.5,0.8186,1.7476,
558.6,0.8186,1.7476,
558.7,0.8186,1.7476,
558.8,0.8187,1.7477,
558.9,0.8187,1.7477,
559,0.8187,1.7477,
559.1,0.8187,1.7477,
559.2,0.8188,1.7478,
559.3,0.8187,1.7477,
559.4,0.8187,1.7477,
559.5,0.8187,1.7477,
559.6,0.8186,1.7476,
559.7,0.8186,1.7476,
559.8,0.8187,1.7477,
559.9,0.8187,1.7477,
560,0.8187,1.7477,
560.1,0.8187,1.7477,
560.2,0.8188,1.7478,
560.3,0.8187,1.7477,
560.4,0.8188,1.7478,
560.5,0.8188,1.7478,
560.6,0.8187,1.7477,
560.7,0.8187,1.7477,
560.8,0.8187,1.7477,
560.9,0.8188,1.7478,
561,0.8188,1.7478,
561.1,0.8187,1.7477,
561.2,0.8188,1.7478,
561.3,0.8188,1.7478,
561.4,0.8188,1.7478,
561.5,0.8189,1.7479,
561.6,0.8188,1.7478,
561.7,0.8189,1.7479,
561.8,0.819,1.748,
561.9,0.8189,1.7479,
562,0.8188,1.7478,
562.1,0.8189,1.7479,
562.2,0.8189,1.7479,
562.3,0.8189,1.7479,
562.4,0.8189,1.7479,
562.5,0.8189,1.7479,
562.6,0.8189,1.7479,
562.7,0.8189,1.7479,
562.8,0.8189,1.7479,
562.9,0.8188,1.7478,
563,0.8189,1.7479,
563.1,0.8189,1.7479,
563.2,0.819,1.748,
563.3,0.8189,1.7479,
563.4,0.8189,1.7479,
563.5,0.8189,1.7479,
563.6,0.8188,1.7478,
563.7,0.819,1.748,
563.8,0.819,1.748,
563.9,0.819,1.748,
564,0.819,1.748,
564.1,0.819,1.748,
564.2,0.8189,1.7479,
564.3,0.819,1.748,
564.4,0.8191,1.7481,
564.5,0.819,1.748,
564.6,0.819,1.748,
564.7,0.819,1.748,
564.8,0.8191,1.7481,
564.9,0.8191,1.7481,
565,0.8191,1.7481,
565.1,0.819,1.748,
565.2,0.8191,1.7481,
565.3,0.8191,1.7481,
565.4,0.819,1.748,
565.5,0.8191,1.7481,
565.6,0.8191,1.7481,
565.7,0.8192,1.7482,
565.8,0.8192,1.7482,
565.9,0.8191,1.7481,
566,0.8191,1.7481,
566.1,0.8192,1.7482,
566.2,0.8191,1.7481,
566.3,0.8191,1.7481,
566.4,0.8191,1.7481,
566.5,0.8192,1.7482,
566.6,0.8191,1.7481,
566.7,0.8191,1.7481,
566.8,0.8191,1.7481,
566.9,0.8192,1.7482,
567,0.8193,1.7483,
567.1,0.8191,1.7481,
567.2,0.8192,1.7482,
567.3,0.8193,1.7483,
567.4,0.8193,1.7483,
567.5,0.8193,1.7483,
567.6,0.8192,1.7482,
567.7,0.8193,1.7483,
567.8,0.8193,1.7483,
567.9,0.8192,1.7482,
568,0.8192,1.7482,
568.1,0.8192,1.7482,
568.2,0.8193,1.7483,
568.3,0.8193,1.7483,
568.4,0.8193,1.7483,
568.5,0.8193,1.7483,
568.6,0.8193,1.7483,
568.7,0.8193,1.7483,
568.8,0.8194,1.7484,
568.9,0.8195,1.7485,
569,0.8193,1.7483,
569.1,0.8192,1.7482,
569.2,0.8192,1.7482,
569.3,0.8192,1.7482,
569.4,0.8192,1.7482,
569.5,0.8192,1.7482,
569.6,0.8193,1.7483,
569.7,0.8193,1.7483,
569.8,0.8193,1.7483,
569.9,0.8193,1.7483,
570,0.8193,1.7483,
570.1,0.8193,1.7483,
570.2,0.8194,1.7484,
570.3,0.8193,1.7483,
570.4,0.8193,1.7483,
570.5,0.8193,1.7483,
570.6,0.8193,1.7483,
570.7,0.8193,1.7483,
570.8,0.8194,1.7484,
570.9,0.8193,1.7483,
571,0.8194,1.7484,
571.1,0.8194,1.7484,
571.2,0.8194,1.7484,
571.3,0.8193,1.7483,
571.4,0.8193,1.7483,
571.5,0.8193,1.7483,
571.6,0.8193,1.7483,
571.7,0.8193,1.7483,
571.8,0.8193,1.7483,
571.9,0.8194,1.7484,
572,0.8194,1.7484,
572.1,0.8194,1.7484,
572.2,0.8194,1.7484,
572.3,0.8194,1.7484,
572.4,0.8194,1.7484,
572.5,0.8195,1.7485,
572.6,0.8195,1.7485,
572.7,0.8195,1.7485,
572.8,0.8195,1.7485,
572.9,0.8194,1.7484,
573,0.8194,1.7484,
573.1,0.8195,1.7485,
573.2,0.8195,1.7485,
573.3,0.8195,1.7485,
573.4,0.8195,1.7485,
573.5,0.8195,1.7485,
573.6,0.8196,1.7486,
573.7,0.8195,1.7485,
573.8,0.8195,1.7485,
573.9,0.8196,1.7486,
574,0.8196,1.7486,
574.1,0.8196,1.7486,
574.2,0.8196,1.7486,
574.3,0.8196,1.7486,
574.4,0.8196,1.7486,
574.5,0.8196,1.7486,
574.6,0.8196,1.7486,
574.7,0.8196,1.7486,
574.8,0.8196,1.7486,
574.9,0.8196,1.7486,
575,0.8194,1.7484,
575.1,0.8195,1.7485,
575.2,0.8196,1.7486,
575.3,0.8196,1.7486,
575.4,0.8195,1.7485,
575.5,0.8195,1.7485,
575.6,0.8196,1.7486,
575.7,0.8196,1.7486,
575.8,0.8196,1.7486,
575.9,0.8196,1.7486,
576,0.8195,1.7485,
576.1,0.8196,1.7486,
576.2,0.8196,1.7486,
576.3,0.8196,1.7486,
576.4,0.8197,1.7487,
576.5,0.8197,1.7487,
576.6,0.8196,1.7486,
576.7,0.8197,1.7487,
576.8,0.8197,1.7487,
576.9,0.8197,1.7487,
577,0.8198,1.7488,
577.1,0.8197,1.7487,
577.2,0.8197,1.7487,
577.3,0.8198,1.7488,
577.4,0.8198,1.7488,
577.5,0.8197,1.7487,
577.6,0.8197,1.7487,
577.7,0.8198,1.7488,
577.8,0.8197,1.7487,
577.9,0.8196,1.7486,
578,0.8197,1.7487,
578.1,0.8197,1.7487,
578.2,0.8196,1.7486,
578.3,0.8197,1.7487,
578.4,0.8197,1.7487,
578.5,0.8197,1.7487,
578.6,0.8197,1.7487,
578.7,0.8198,1.7488,
578.8,0.8198,1.7488,
578.9,0.8197,1.7487,
579,0.8196,1.7486,
579.1,0.8196,1.7486,
579.2,0.8196,1.7486,
579.3,0.8197,1.7487,
579.4,0.8197,1.7487,
579.5,0.8197,1.7487,
579.6,0.8196,1.7486,
579.7,0.8197,1.7487,
579.8,0.8197,1.7487,
579.9,0.8197,1.7487,
580,0.8198,1.7488,
580.1,0.8197,1.7487,
580.2,0.8198,1.7488,
580.3,0.8198,1.7488,
580.4,0.8197,1.7487,
580.5,0.8198,1.7488,
580.6,0.8198,1.7488,
580.7,0.8198,1.7488,
580.8,0.8197,1.7487,
580.9,0.8198,1.7488,
581,0.8198,1.7488,
581.1,0.8198,1.7488,
581.2,0.8198,1.7488,
581.3,0.8197,1.7487,
581.4,0.8197,1.7487,
581.5,0.8198,1.7488,
581.6,0.8198,1.7488,
581.7,0.8198,1.7488,
581.8,0.8198,1.7488,
581.9,0.8198,1.7488,
582,0.8199,1.7489,
582.1,0.8198,1.7488,
582.2,0.8196,1.7486,
582.3,0.8196,1.7486,
582.4,0.8196,1.7486,
582.5,0.8196,1.7486,
582.6,0.8197,1.7487,
582.7,0.8196,1.7486,
582.8,0.8196,1.7486,
582.9,0.8196,1.7486,
583,0.8197,1.7487,
583.1,0.8196,1.7486,
583.2,0.8197,1.7487,
583.3,0.8198,1.7488,
583.4,0.8198,1.7488,
583.5,0.8197,1.7487,
583.6,0.8197,1.7487,
583.7,0.8198,1.7488,
583.8,0.8198,1.7488,
583.9,0.8198,1.7488,
584,0.8199,1.7489,
584.1,0.8198,1.7488,
584.2,0.8197,1.7487,
584.3,0.8197,1.7487,
584.4,0.8198,1.7488,
584.5,0.8198,1.7488,
584.6,0.8198,1.7488,
584.7,0.8197,1.7487,
584.8,0.8198,1.7488,
584.9,0.8197,1.7487,
585,0.8198,1.7488,
585.1,0.8198,1.7488,
585.2,0.8198,1.7488,
585.3,0.8198,1.7488,
585.4,0.8198,1.7488,
585.5,0.8198,1.7488,
585.6,0.8198,1.7488,
585.7,0.8199,1.7489,
585.8,0.8199,1.7489,
585.9,0.8199,1.7489,
586,0.8199,1.7489,
586.1,0.8199,1.7489,
586.2,0.8199,1.7489,
586.3,0.8199,1.7489,
586.4,0.82,1.749,
586.5,0.8199,1.7489,
586.6,0.8199,1.7489,
586.7,0.82,1.749,
586.8,0.82,1.749,
586.9,0.82,1.749,
587,0.82,1.749,
587.1,0.8199,1.7489,
587.2,0.82,1.749,
587.3,0.82,1.749,
587.4,0.82,1.749,
587.5,0.8201,1.7491,
587.6,0.82,1.749,
587.7,0.82,1.749,
587.8,0.82,1.749,
587.9,0.82,1.749,
588,0.8201,1.7491,
588.1,0.8201,1.7491,
588.2,0.8201,1.7491,
588.3,0.8201,1.7491,
588.4,0.8201,1.7491,
588.5,0.82,1.749,
588.6,0.82,1.749,
588.7,0.82,1.749,
588.8,0.8201,1.7491,
588.9,0.82,1.749,
589,0.82,1.749,
589.1,0.82,1.749,
589.2,0.82,1.749,
589.3,0.8201,1.7491,
589.4,0.8201,1.7491,
589.5,0.82,1.749,
589.6,0.8201,1.7491,
589.7,0.82,1.749,
589.8,0.82,1.749,
589.9,0.8199,1.7489,
590,0.82,1.749,
590.1,0.82,1.749,
590.2,0.8201,1.7491,
590.3,0.8201,1.7491,
590.4,0.8201,1.7491,
590.5,0.82,1.749,
590.6,0.82,1.749,
590.7,0.82,1.749,
590.8,0.82,1.749,
590.9,0.8201,1.7491,
591,0.8201,1.7491,
591.1,0.8201,1.7491,
591.2,0.8201,1.7491,
591.3,0.8201,1.7491,
591.4,0.8201,1.7491,
591.5,0.8201,1.7491,
591.6,0.8201,1.7491,
591.7,0.8201,1.7491,
591.8,0.8201,1.7491,
591.9,0.8201,1.7491,
592,0.8202,1.7492,
592.1,0.8201,1.7491,
592.2,0.8201,1.7491,
592.3,0.8201,1.7491,
592.4,0.8202,1.7492,
592.5,0.8203,1.7493,
592.6,0.8202,1.7492,
592.7,0.8202,1.7492,
592.8,0.8202,1.7492,
592.9,0.8201,1.7491,
593,0.8201,1.7491,
593.1,0.8201,1.7491,
593.2,0.8201,1.7491,
593.3,0.8201,1.7491,
593.4,0.8201,1.7491,
593.5,0.8201,1.7491,
593.6,0.8202,1.7492,
593.7,0.8202,1.7492,
593.8,0.8202,1.7492,
593.9,0.8203,1.7493,
594,0.8202,1.7492,
594.1,0.8203,1.7493,
594.2,0.8202,1.7492,
594.3,0.8203,1.7493,
594.4,0.8203,1.7493,
594.5,0.8203,1.7493,
594.6,0.8204,1.7494,
594.7,0.8204,1.7494,
594.8,0.8203,1.7493,
594.9,0.8202,1.7492,
595,0.8203,1.7493,
595.1,0.8203,1.7493,
595.2,0.8203,1.7493,
595.3,0.8203,1.7493,
595.4,0.8202,1.7492,
595.5,0.8203,1.7493,
595.6,0.8202,1.7492,
595.7,0.8202,1.7492,
595.8,0.8203,1.7493,
595.9,0.8203,1.7493,
596,0.8203,1.7493,
596.1,0.8203,1.7493,
596.2,0.8203,1.7493,
596.3,0.8203,1.7493,
596.4,0.8203,1.7493,
596.5,0.8204,1.7494,
596.6,0.8203,1.7493,
596.7,0.8203,1.7493,
596.8,0.8203,1.7493,
596.9,0.8204,1.7494,
597,0.8204,1.7494,
597.1,0.8204,1.7494,
597.2,0.8204,1.7494,
597.3,0.8204,1.7494,
597.4,0.8204,1.7494,
597.5,0.8204,1.7494,
597.6,0.8204,1.7494,
597.7,0.8204,1.7494,
597.8,0.8204,1.7494,
597.9,0.8204,1.7494,
598,0.8205,1.7495,
598.1,0.8204,1.7494,
598.2,0.8204,1.7494,
598.3,0.8204,1.7494,
598.4,0.8205,1.7495,
598.5,0.8205,1.7495,
598.6,0.8205,1.7495,
598.7,0.8205,1.7495,
598.8,0.8205,1.7495,
598.9,0.8205,1.7495,
599,0.8205,1.7495,
599.1,0.8205,1.7495,
599.2,0.8204,1.7494,
599.3,0.8204,1.7494,
599.4,0.8205,1.7495,
599.5,0.8205,1.7495,
599.6,0.8205,1.7495,
599.7,0.8205,1.7495,
599.8,0.8206,1.7496,
599.9,0.8206,1.7496,
600,0.8206,1.7496,
600.1,0.8206,1.7496,
600.2,0.8205,1.7495,
600.3,0.8206,1.7496,
600.4,0.8206,1.7496,
600.5,0.8206,1.7496,
600.6,0.8205,1.7495,
600.7,0.8206,1.7496,
600.8,0.8206,1.7496,
600.9,0.8205,1.7495,
601,0.8205,1.7495,
601.1,0.8205,1.7495,
601.2,0.8205,1.7495,
601.3,0.8205,1.7495,
601.4,0.8206,1.7496,
601.5,0.8206,1.7496,
601.6,0.8205,1.7495,
601.7,0.8206,1.7496,
601.8,0.8206,1.7496,
601.9,0.8206,1.7496,
602,0.8206,1.7496,
602.1,0.8206,1.7496,
602.2,0.8206,1.7496,
602.3,0.8206,1.7496,
602.4,0.8206,1.7496,
602.5,0.8205,1.7495,
602.6,0.8205,1.7495,
602.7,0.8205,1.7495,
602.8,0.8205,1.7495,
602.9,0.8205,1.7495,
603,0.8205,1.7495,
603.1,0.8205,1.7495,
603.2,0.8206,1.7496,
603.3,0.8206,1.7496,
603.4,0.8206,1.7496,
603.5,0.8206,1.7496,
603.6,0.8207,1.7497,
603.7,0.8206,1.7496,
603.8,0.8206,1.7496,
603.9,0.8206,1.7496,
604,0.8207,1.7497,
604.1,0.8207,1.7497,
604.2,0.8207,1.7497,
604.3,0.8207,1.7497,
604.4,0.8206,1.7496,
604.5,0.8206,1.7496,
604.6,0.8206,1.7496,
604.7,0.8206,1.7496,
604.8,0.8207,1.7497,
604.9,0.8207,1.7497,
605,0.8207,1.7497,
605.1,0.8207,1.7497,
605.2,0.8208,1.7498,
605.3,0.8208,1.7498,
605.4,0.8208,1.7498,
605.5,0.8207,1.7497,
605.6,0.8208,1.7498,
605.7,0.8208,1.7498,
605.8,0.8208,1.7498,
605.9,0.8209,1.7499,
606,0.8209,1.7499,
606.1,0.8208,1.7498,
606.2,0.8208,1.7498,
606.3,0.8208,1.7498,
606.4,0.8209,1.7499,
606.5,0.8208,1.7498,
606.6,0.8208,1.7498,
606.7,0.8209,1.7499,
606.8,0.8209,1.7499,
606.9,0.8209,1.7499,
607,0.8209,1.7499,
607.1,0.8209,1.7499,
607.2,0.8209,1.7499,
607.3,0.8209,1.7499,
607.4,0.821,1.75,
607.5,0.8208,1.7498,
607.6,0.8208,1.7498,
607.7,0.8209,1.7499,
607.8,0.8209,1.7499,
607.9,0.8209,1.7499,
608,0.821,1.75,
608.1,0.8209,1.7499,
608.2,0.8208,1.7498,
608.3,0.8209,1.7499,
608.4,0.821,1.75,
608.5,0.821,1.75,
608.6,0.821,1.75,
608.7,0.8209,1.7499,
608.8,0.8209,1.7499,
608.9,0.8209,1.7499,
609,0.821,1.75,
609.1,0.8209,1.7499,
609.2,0.821,1.75,
609.3,0.821,1.75,
609.4,0.821,1.75,
609.5,0.821,1.75,
609.6,0.821,1.75,
609.7,0.8211,1.7501,
609.8,0.821,1.75,
609.9,0.821,1.75,
610,0.821,1.75,
610.1,0.8211,1.7501,
610.2,0.8212,1.7502,
610.3,0.8211,1.7501,
610.4,0.8212,1.7502,
610.5,0.8212,1.7502,
610.6,0.8212,1.7502,
610.7,0.8211,1.7501,
610.8,0.8212,1.7502,
610.9,0.821,1.75,
611,0.8211,1.7501,
611.1,0.8211,1.7501,
611.2,0.8212,1.7502,
611.3,0.8212,1.7502,
611.4,0.8212,1.7502,
611.5,0.8212,1.7502,
611.6,0.8212,1.7502,
611.7,0.8212,1.7502,
611.8,0.8212,1.7502,
611.9,0.8212,1.7502,
612,0.8212,1.7502,
612.1,0.8212,1.7502,
612.2,0.8213,1.7503,
612.3,0.8213,1.7503,
612.4,0.8213,1.7503,
612.5,0.8213,1.7503,
612.6,0.8213,1.7503,
612.7,0.8213,1.7503,
612.8,0.8213,1.7503,
612.9,0.8212,1.7502,
613,0.8212,1.7502,
613.1,0.8213,1.7503,
613.2,0.8213,1.7503,
613.3,0.8213,1.7503,
613.4,0.8213,1.7503,
613.5,0.8213,1.7503,
613.6,0.8213,1.7503,
613.7,0.8213,1.7503,
613.8,0.8213,1.7503,
613.9,0.8213,1.7503,
614,0.8213,1.7503,
614.1,0.8213,1.7503,
614.2,0.8214,1.7504,
614.3,0.8214,1.7504,
614.4,0.8214,1.7504,
614.5,0.8214,1.7504,
614.6,0.8213,1.7503,
614.7,0.8214,1.7504,
614.8,0.8214,1.7504,
614.9,0.8215,1.7505,
615,0.8215,1.7505,
615.1,0.8214,1.7504,
615.2,0.8214,1.7504,
615.3,0.8214,1.7504,
615.4,0.8215,1.7505,
615.5,0.8215,1.7505,
615.6,0.8214,1.7504,
615.7,0.8215,1.7505,
615.8,0.8215,1.7505,
615.9,0.8215,1.7505,
616,0.8215,1.7505,
616.1,0.8215,1.7505,
616.2,0.8215,1.7505,
616.3,0.8215,1.7505,
616.4,0.8215,1.7505,
616.5,0.8214,1.7504,
616.6,0.8214,1.7504,
616.7,0.8214,1.7504,
616.8,0.8214,1.7504,
616.9,0.8214,1.7504,
617,0.8214,1.7504,
617.1,0.8214,1.7504,
617.2,0.8214,1.7504,
617.3,0.8213,1.7503,
617.4,0.8214,1.7504,
617.5,0.8214,1.7504,
617.6,0.8215,1.7505,
617.7,0.8214,1.7504,
617.8,0.8215,1.7505,
617.9,0.8214,1.7504,
618,0.8214,1.7504,
618.1,0.8214,1.7504,
618.2,0.8214,1.7504,
618.3,0.8215,1.7505,
618.4,0.8215,1.7505,
618.5,0.8214,1.7504,
618.6,0.8215,1.7505,
618.7,0.8215,1.7505,
618.8,0.8215,1.7505,
618.9,0.8215,1.7505,
619,0.8215,1.7505,
619.1,0.8215,1.7505,
619.2,0.8214,1.7504,
619.3,0.8215,1.7505,
619.4,0.8215,1.7505,
619.5,0.8215,1.7505,
619.6,0.8214,1.7504,
619.7,0.8214,1.7504,
619.8,0.8215,1.7505,
619.9,0.8214,1.7504,
620,0.8215,1.7505,
620.1,0.8215,1.7505,
620.2,0.8215,1.7505,
620.3,0.8215,1.7505,
620.4,0.8216,1.7506,
620.5,0.8216,1.7506,
620.6,0.8215,1.7505,
620.7,0.8216,1.7506,
620.8,0.8216,1.7506,
620.9,0.8216,1.7506,
621,0.8216,1.7506,
621.1,0.8215,1.7505,
621.2,0.8216,1.7506,
621.3,0.8217,1.7507,
621.4,0.8216,1.7506,
621.5,0.8216,1.7506,
621.6,0.8217,1.7507,
621.7,0.8217,1.7507,
621.8,0.8217,1.7507,
621.9,0.8217,1.7507,
622,0.8218,1.7508,
622.1,0.8217,1.7507,
622.2,0.8217,1.7507,
622.3,0.8218,1.7508,
622.4,0.8218,1.7508,
622.5,0.8217,1.7507,
622.6,0.8218,1.7508,
622.7,0.8218,1.7508,
622.8,0.8218,1.7508,
622.9,0.8218,1.7508,
623,0.8218,1.7508,
623.1,0.8218,1.7508,
623.2,0.8218,1.7508,
623.3,0.8217,1.7507,
623.4,0.8217,1.7507,
623.5,0.8217,1.7507,
623.6,0.8217,1.7507,
623.7,0.8218,1.7508,
623.8,0.8218,1.7508,
623.9,0.8218,1.7508,
624,0.8218,1.7508,
624.1,0.8217,1.7507,
624.2,0.8218,1.7508,
624.3,0.8218,1.7508,
624.4,0.8218,1.7508,
624.5,0.8218,1.7508,
624.6,0.8218,1.7508,
624.7,0.8218,1.7508,
624.8,0.8218,1.7508,
624.9,0.8219,1.7509,
625,0.8219,1.7509,
625.1,0.8219,1.7509,
625.2,0.8219,1.7509,
625.3,0.8219,1.7509,
625.4,0.8219,1.7509,
625.5,0.8219,1.7509,
625.6,0.822,1.751,
625.7,0.8219,1.7509,
625.8,0.8219,1.7509,
625.9,0.8219,1.7509,
626,0.8219,1.7509,
626.1,0.8219,1.7509,
626.2,0.8219,1.7509,
626.3,0.8219,1.7509,
626.4,0.8219,1.7509,
626.5,0.822,1.751,
626.6,0.822,1.751,
626.7,0.8219,1.7509,
626.8,0.8218,1.7508,
626.9,0.8218,1.7508,
627,0.8219,1.7509,
627.1,0.8219,1.7509,
627.2,0.8219,1.7509,
627.3,0.8218,1.7508,
627.4,0.8219,1.7509,
627.5,0.8219,1.7509,
627.6,0.822,1.751,
627.7,0.822,1.751,
627.8,0.822,1.751,
627.9,0.822,1.751,
628,0.8221,1.7511,
628.1,0.8221,1.7511,
628.2,0.8221,1.7511,
628.3,0.8221,1.7511,
628.4,0.822,1.751,
628.5,0.822,1.751,
628.6,0.8221,1.7511,
628.7,0.8221,1.7511,
628.8,0.8221,1.7511,
628.9,0.8221,1.7511,
629,0.8222,1.7512,
629.1,0.8221,1.7511,
629.2,0.8221,1.7511,
629.3,0.8222,1.7512,
629.4,0.8222,1.7512,
629.5,0.8222,1.7512,
629.6,0.8221,1.7511,
629.7,0.8222,1.7512,
629.8,0.8222,1.7512,
629.9,0.8221,1.7511,
630,0.8221,1.7511,
630.1,0.8222,1.7512,
630.2,0.8222,1.7512,
630.3,0.8221,1.7511,
630.4,0.822,1.751,
630.5,0.822,1.751,
630.6,0.8221,1.7511,
630.7,0.8222,1.7512,
630.8,0.8222,1.7512,
630.9,0.8222,1.7512,
631,0.8222,1.7512,
631.1,0.8223,1.7513,
631.2,0.8222,1.7512,
631.3,0.8222,1.7512,
631.4,0.8222,1.7512,
631.5,0.8222,1.7512,
631.6,0.8223,1.7513,
631.7,0.8223,1.7513,
631.8,0.8223,1.7513,
631.9,0.8222,1.7512,
632,0.8223,1.7513,
632.1,0.8223,1.7513,
632.2,0.8224,1.7514,
632.3,0.8223,1.7513,
632.4,0.8223,1.7513,
632.5,0.8223,1.7513,
632.6,0.8223,1.7513,
632.7,0.8224,1.7514,
632.8,0.8224,1.7514,
632.9,0.8223,1.7513,
633,0.8224,1.7514,
633.1,0.8224,1.7514,
633.2,0.8224,1.7514,
633.3,0.8224,1.7514,
633.4,0.8224,1.7514,
633.5,0.8224,1.7514,
633.6,0.8224,1.7514,
633.7,0.8223,1.7513,
633.8,0.8223,1.7513,
633.9,0.8222,1.7512,
634,0.8223,1.7513,
634.1,0.8223,1.7513,
634.2,0.8223,1.7513,
634.3,0.8224,1.7514,
634.4,0.8224,1.7514,
634.5,0.8223,1.7513,
634.6,0.8224,1.7514,
634.7,0.8224,1.7514,
634.8,0.8224,1.7514,
634.9,0.8224,1.7514,
635,0.8224,1.7514,
635.1,0.8224,1.7514,
635.2,0.8224,1.7514,
635.3,0.8224,1.7514,
635.4,0.8225,1.7515,
635.5,0.8224,1.7514,
635.6,0.8224,1.7514,
635.7,0.8224,1.7514,
635.8,0.8224,1.7514,
635.9,0.8224,1.7514,
636,0.8223,1.7513,
636.1,0.8224,1.7514,
636.2,0.8224,1.7514,
636.3,0.8224,1.7514,
636.4,0.8223,1.7513,
636.5,0.8223,1.7513,
636.6,0.8224,1.7514,
636.7,0.8224,1.7514,
636.8,0.8224,1.7514,
636.9,0.8224,1.7514,
637,0.8223,1.7513,
637.1,0.8223,1.7513,
637.2,0.8224,1.7514,
637.3,0.8224,1.7514,
637.4,0.8224,1.7514,
637.5,0.8224,1.7514,
637.6,0.8224,1.7514,
637.7,0.8224,1.7514,
637.8,0.8225,1.7515,
637.9,0.8225,1.7515,
638,0.8224,1.7514,
638.1,0.8222,1.7512,
638.2,0.8223,1.7513,
638.3,0.8223,1.7513,
638.4,0.8223,1.7513,
638.5,0.8223,1.7513,
638.6,0.8224,1.7514,
638.7,0.8224,1.7514,
638.8,0.8224,1.7514,
638.9,0.8223,1.7513,
639,0.8223,1.7513,
639.1,0.8223,1.7513,
639.2,0.8224,1.7514,
639.3,0.8225,1.7515,
639.4,0.8224,1.7514,
639.5,0.8224,1.7514,
639.6,0.8224,1.7514,
639.7,0.8224,1.7514,
639.8,0.8224,1.7514,
639.9,0.8225,1.7515,
640,0.8224,1.7514,
640.1,0.8224,1.7514,
640.2,0.8223,1.7513,
640.3,0.8224,1.7514,
640.4,0.8224,1.7514,
640.5,0.8225,1.7515,
640.6,0.8224,1.7514,
640.7,0.8225,1.7515,
640.8,0.8224,1.7514,
640.9,0.8225,1.7515,
641,0.8224,1.7514,
641.1,0.8224,1.7514,
641.2,0.8224,1.7514,
641.3,0.8225,1.7515,
641.4,0.8225,1.7515,
641.5,0.8226,1.7516,
641.6,0.8225,1.7515,
641.7,0.8225,1.7515,
641.8,0.8225,1.7515,
641.9,0.8224,1.7514,
642,0.8224,1.7514,
642.1,0.8224,1.7514,
642.2,0.8225,1.7515,
642.3,0.8225,1.7515,
642.4,0.8225,1.7515,
642.5,0.8225,1.7515,
642.6,0.8226,1.7516,
642.7,0.8226,1.7516,
642.8,0.8225,1.7515,
642.9,0.8225,1.7515,
643,0.8226,1.7516,
643.1,0.8226,1.7516,
643.2,0.8226,1.7516,
643.3,0.8226,1.7516,
643.4,0.8225,1.7515,
643.5,0.8226,1.7516,
643.6,0.8226,1.7516,
643.7,0.8226,1.7516,
643.8,0.8226,1.7516,
643.9,0.8226,1.7516,
644,0.8225,1.7515,
644.1,0.8225,1.7515,
644.2,0.8225,1.7515,
644.3,0.8225,1.7515,
644.4,0.8226,1.7516,
644.5,0.8226,1.7516,
644.6,0.8226,1.7516,
644.7,0.8227,1.7517,
644.8,0.8226,1.7516,
644.9,0.8226,1.7516,
645,0.8227,1.7517,
645.1,0.8226,1.7516,
645.2,0.8227,1.7517,
645.3,0.8227,1.7517,
645.4,0.8227,1.7517,
