Source file,Ni_foil_CP 10 mA cm2.txt
Reference electrode potential (V vs. RHE),
Working area (cm^2),2
Solution resistance (ohm),,Compensation level (%),

Mode,Current (A),Time (s),Current density (mA/cm^2),Time (sec),Original Potential (V),Potential / V
Chronopotentiometry,0.02,1800,10,1597.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1598.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1598.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1598.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1598.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1598.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1598.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1598.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1598.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1598.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1598.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1599.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1599.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1599.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1599.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1599.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1599.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1599.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1599.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1599.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1599.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1600.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1600.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1600.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1600.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1600.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1600.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1600.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1600.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1600.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1600.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1601.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1601.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1601.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1601.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1601.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1601.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1601.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1601.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1601.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1601.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1602.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1602.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1602.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1602.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1602.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1602.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1602.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1602.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1602.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1602.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1603.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1603.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1603.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1603.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1603.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1603.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1603.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1603.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1603.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1603.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1604.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1604.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1604.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1604.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1604.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1604.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1604.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1604.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1604.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1604.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1605.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1605.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1605.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1605.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1605.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1605.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1605.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1605.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1605.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1605.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1606.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1606.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1606.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1606.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1606.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1606.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1606.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1606.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1606.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1606.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1607.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1607.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1607.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1607.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1607.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1607.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1607.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1607.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1607.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1607.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1608.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1608.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1608.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1608.0,0.8444,0.8444
Chronopotentiometry,0.02,1800,10,1608.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1608.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1608.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1608.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1608.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1608.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1609.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1609.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1609.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1609.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1609.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1609.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1609.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1609.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1609.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1609.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1610.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1610.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1610.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1610.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1610.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1610.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1610.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1610.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1610.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1610.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1611.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1611.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1611.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1611.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1611.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1611.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1611.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1611.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1611.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1611.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1612.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1612.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1612.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1612.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1612.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1612.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1612.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1612.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1612.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1612.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1613.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1613.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1613.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1613.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1613.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1613.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1613.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1613.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1613.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1613.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1614.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1614.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1614.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1614.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1614.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1614.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1614.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1614.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1614.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1614.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1615.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1615.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1615.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1615.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1615.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1615.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1615.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1615.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1615.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1615.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1616.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1616.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1616.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1616.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1616.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1616.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1616.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1616.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1616.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1616.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1617.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1617.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1617.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1617.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1617.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1617.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1617.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1617.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1617.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1617.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1618.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1618.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1618.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1618.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1618.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1618.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1618.0,0.8445,0.8445
Chronopotentiometry,0.02,1800,10,1618.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1618.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1618.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1619.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1619.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1619.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1619.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1619.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1619.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1619.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1619.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1619.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1619.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1620.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1620.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1620.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1620.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1620.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1620.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1620.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1620.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1620.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1620.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1621.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1621.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1621.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1621.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1621.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1621.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1621.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1621.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1621.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1621.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1622.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1622.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1622.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1622.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1622.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1622.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1622.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1622.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1622.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1622.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1623.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1623.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1623.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1623.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1623.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1623.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1623.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1623.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1623.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1623.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1624.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1624.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1624.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1624.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1624.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1624.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1624.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1624.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1624.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1624.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1625.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1625.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1625.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1625.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1625.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1625.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1625.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1625.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1625.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1625.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1626.0,0.8446,0.8446
Chronopotentiometry,0.02,1800,10,1626.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1626.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1626.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1626.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1626.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1626.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1626.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1626.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1626.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1627.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1627.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1627.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1627.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1627.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1627.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1627.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1627.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1627.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1627.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1628.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1628.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1628.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1628.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1628.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1628.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1628.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1628.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1628.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1628.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1629.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1629.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1629.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1629.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1629.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1629.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1629.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1629.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1629.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1629.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1630.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1630.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1630.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1630.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1630.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1630.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1630.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1630.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1630.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1630.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1631.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1631.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1631.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1631.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1631.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1631.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1631.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1631.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1631.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1631.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1632.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1632.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1632.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1632.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1632.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1632.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1632.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1632.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1632.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1632.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1633.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1633.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1633.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1633.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1633.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1633.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1633.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1633.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1633.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1633.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1634.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1634.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1634.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1634.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1634.0,0.8447,0.8447
Chronopotentiometry,0.02,1800,10,1634.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1634.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1634.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1634.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1634.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1635.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1635.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1635.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1635.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1635.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1635.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1635.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1635.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1635.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1635.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1636.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1636.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1636.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1636.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1636.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1636.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1636.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1636.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1636.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1636.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1637.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1637.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1637.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1637.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1637.0,0.845,0.845
Chronopotentiometry,0.02,1800,10,1637.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1637.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1637.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1637.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1637.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1638.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1638.0,0.8448,0.8448
Chronopotentiometry,0.02,1800,10,1638.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1638.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1638.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1638.0,0.8449,0.8449
Chronopotentiometry,0.02,1800,10,1638.0,0.8449,0.8449
