Source file,Ni_foil_CP 10 mA cm2.txt
Reference electrode potential (V vs. RHE),
Working area (cm^2),2
Solution resistance (ohm),,Compensation level (%),

Mode,Current (A),Time (s),Current density (mA/cm^2),Time (sec),Original Potential (V),Potential / V
Chronopotentiometry,0.02,1800,10,0.1,0.5983,0.5983
Chronopotentiometry,0.02,1800,10,0.2,0.7553,0.7553
Chronopotentiometry,0.02,1800,10,0.3,0.7628,0.7628
Chronopotentiometry,0.02,1800,10,0.4,0.7645,0.7645
Chronopotentiometry,0.02,1800,10,0.5,0.7655,0.7655
Chronopotentiometry,0.02,1800,10,0.6,0.7662,0.7662
Chronopotentiometry,0.02,1800,10,0.7,0.7666,0.7666
Chronopotentiometry,0.02,1800,10,0.8,0.767,0.767
Chronopotentiometry,0.02,1800,10,0.9,0.7673,0.7673
Chronopotentiometry,0.02,1800,10,1.0,0.7676,0.7676
Chronopotentiometry,0.02,1800,10,1.1,0.7678,0.7678
Chronopotentiometry,0.02,1800,10,1.2,0.7681,0.7681
Chronopotentiometry,0.02,1800,10,1.3,0.7683,0.7683
Chronopotentiometry,0.02,1800,10,1.4,0.7685,0.7685
Chronopotentiometry,0.02,1800,10,1.5,0.7687,0.7687
Chronopotentiometry,0.02,1800,10,1.6,0.7689,0.7689
Chronopotentiometry,0.02,1800,10,1.7,0.7691,0.7691
Chronopotentiometry,0.02,1800,10,1.8,0.7692,0.7692
Chronopotentiometry,0.02,1800,10,1.9,0.7693,0.7693
Chronopotentiometry,0.02,1800,10,2.0,0.7695,0.7695
Chronopotentiometry,0.02,1800,10,2.1,0.7697,0.7697
Chronopotentiometry,0.02,1800,10,2.2,0.7699,0.7699
Chronopotentiometry,0.02,1800,10,2.3,0.77,0.77
Chronopotentiometry,0.02,1800,10,2.4,0.7701,0.7701
Chronopotentiometry,0.02,1800,10,2.5,0.7703,0.7703
Chronopotentiometry,0.02,1800,10,2.6,0.7705,0.7705
Chronopotentiometry,0.02,1800,10,2.7,0.7707,0.7707
Chronopotentiometry,0.02,1800,10,2.8,0.7708,0.7708
Chronopotentiometry,0.02,1800,10,2.9,0.7709,0.7709
Chronopotentiometry,0.02,1800,10,3.0,0.7709,0.7709
Chronopotentiometry,0.02,1800,10,3.1,0.771,0.771
Chronopotentiometry,0.02,1800,10,3.2,0.7711,0.7711
Chronopotentiometry,0.02,1800,10,3.3,0.7712,0.7712
Chronopotentiometry,0.02,1800,10,3.4,0.7712,0.7712
Chronopotentiometry,0.02,1800,10,3.5,0.7713,0.7713
Chronopotentiometry,0.02,1800,10,3.6,0.7714,0.7714
Chronopotentiometry,0.02,1800,10,3.7,0.7714,0.7714
Chronopotentiometry,0.02,1800,10,3.8,0.7716,0.7716
Chronopotentiometry,0.02,1800,10,3.9,0.7716,0.7716
Chronopotentiometry,0.02,1800,10,4.0,0.7717,0.7717
Chronopotentiometry,0.02,1800,10,4.1,0.7717,0.7717
Chronopotentiometry,0.02,1800,10,4.2,0.7718,0.7718
Chronopotentiometry,0.02,1800,10,4.3,0.7719,0.7719
Chronopotentiometry,0.02,1800,10,4.4,0.772,0.772
Chronopotentiometry,0.02,1800,10,4.5,0.7721,0.7721
Chronopotentiometry,0.02,1800,10,4.6,0.7721,0.7721
Chronopotentiometry,0.02,1800,10,4.7,0.7721,0.7721
Chronopotentiometry,0.02,1800,10,4.8,0.7723,0.7723
Chronopotentiometry,0.02,1800,10,4.9,0.7723,0.7723
Chronopotentiometry,0.02,1800,10,5.0,0.7724,0.7724
Chronopotentiometry,0.02,1800,10,5.1,0.7725,0.7725
Chronopotentiometry,0.02,1800,10,5.2,0.7726,0.7726
Chronopotentiometry,0.02,1800,10,5.3,0.7726,0.7726
Chronopotentiometry,0.02,1800,10,5.4,0.7726,0.7726
Chronopotentiometry,0.02,1800,10,5.5,0.7728,0.7728
Chronopotentiometry,0.02,1800,10,5.6,0.7729,0.7729
Chronopotentiometry,0.02,1800,10,5.7,0.7729,0.7729
Chronopotentiometry,0.02,1800,10,5.8,0.7729,0.7729
Chronopotentiometry,0.02,1800,10,5.9,0.773,0.773
Chronopotentiometry,0.02,1800,10,6.0,0.7731,0.7731
Chronopotentiometry,0.02,1800,10,6.1,0.7732,0.7732
Chronopotentiometry,0.02,1800,10,6.2,0.7733,0.7733
Chronopotentiometry,0.02,1800,10,6.3,0.7733,0.7733
Chronopotentiometry,0.02,1800,10,6.4,0.7733,0.7733
Chronopotentiometry,0.02,1800,10,6.5,0.7733,0.7733
Chronopotentiometry,0.02,1800,10,6.6,0.7733,0.7733
Chronopotentiometry,0.02,1800,10,6.7,0.7735,0.7735
Chronopotentiometry,0.02,1800,10,6.8,0.7735,0.7735
Chronopotentiometry,0.02,1800,10,6.9,0.7735,0.7735
Chronopotentiometry,0.02,1800,10,7.0,0.7736,0.7736
Chronopotentiometry,0.02,1800,10,7.1,0.7737,0.7737
Chronopotentiometry,0.02,1800,10,7.2,0.7737,0.7737
Chronopotentiometry,0.02,1800,10,7.3,0.7737,0.7737
Chronopotentiometry,0.02,1800,10,7.4,0.7738,0.7738
Chronopotentiometry,0.02,1800,10,7.5,0.7739,0.7739
Chronopotentiometry,0.02,1800,10,7.6,0.774,0.774
Chronopotentiometry,0.02,1800,10,7.7,0.774,0.774
Chronopotentiometry,0.02,1800,10,7.8,0.774,0.774
Chronopotentiometry,0.02,1800,10,7.9,0.774,0.774
Chronopotentiometry,0.02,1800,10,8.0,0.774,0.774
Chronopotentiometry,0.02,1800,10,8.1,0.7741,0.7741
Chronopotentiometry,0.02,1800,10,8.2,0.7742,0.7742
Chronopotentiometry,0.02,1800,10,8.3,0.7743,0.7743
Chronopotentiometry,0.02,1800,10,8.4,0.7743,0.7743
Chronopotentiometry,0.02,1800,10,8.5,0.7743,0.7743
Chronopotentiometry,0.02,1800,10,8.6,0.7744,0.7744
Chronopotentiometry,0.02,1800,10,8.7,0.7744,0.7744
Chronopotentiometry,0.02,1800,10,8.8,0.7745,0.7745
Chronopotentiometry,0.02,1800,10,8.9,0.7745,0.7745
Chronopotentiometry,0.02,1800,10,9.0,0.7745,0.7745
Chronopotentiometry,0.02,1800,10,9.1,0.7746,0.7746
Chronopotentiometry,0.02,1800,10,9.2,0.7747,0.7747
Chronopotentiometry,0.02,1800,10,9.3,0.7747,0.7747
Chronopotentiometry,0.02,1800,10,9.4,0.7747,0.7747
Chronopotentiometry,0.02,1800,10,9.5,0.7747,0.7747
Chronopotentiometry,0.02,1800,10,9.6,0.7748,0.7748
Chronopotentiometry,0.02,1800,10,9.7,0.7749,0.7749
Chronopotentiometry,0.02,1800,10,9.8,0.7749,0.7749
Chronopotentiometry,0.02,1800,10,9.9,0.775,0.775
Chronopotentiometry,0.02,1800,10,10.0,0.7749,0.7749
Chronopotentiometry,0.02,1800,10,10.1,0.775,0.775
Chronopotentiometry,0.02,1800,10,10.2,0.7751,0.7751
Chronopotentiometry,0.02,1800,10,10.3,0.7751,0.7751
Chronopotentiometry,0.02,1800,10,10.4,0.7752,0.7752
Chronopotentiometry,0.02,1800,10,10.5,0.7752,0.7752
Chronopotentiometry,0.02,1800,10,10.6,0.7751,0.7751
Chronopotentiometry,0.02,1800,10,10.7,0.7752,0.7752
Chronopotentiometry,0.02,1800,10,10.8,0.7753,0.7753
Chronopotentiometry,0.02,1800,10,10.9,0.7753,0.7753
Chronopotentiometry,0.02,1800,10,11.0,0.7753,0.7753
Chronopotentiometry,0.02,1800,10,11.1,0.7754,0.7754
Chronopotentiometry,0.02,1800,10,11.2,0.7754,0.7754
Chronopotentiometry,0.02,1800,10,11.3,0.7756,0.7756
Chronopotentiometry,0.02,1800,10,11.4,0.7755,0.7755
Chronopotentiometry,0.02,1800,10,11.5,0.7755,0.7755
Chronopotentiometry,0.02,1800,10,11.6,0.7756,0.7756
Chronopotentiometry,0.02,1800,10,11.7,0.7757,0.7757
Chronopotentiometry,0.02,1800,10,11.8,0.7757,0.7757
Chronopotentiometry,0.02,1800,10,11.9,0.7757,0.7757
Chronopotentiometry,0.02,1800,10,12.0,0.7758,0.7758
Chronopotentiometry,0.02,1800,10,12.1,0.7757,0.7757
Chronopotentiometry,0.02,1800,10,12.2,0.7758,0.7758
Chronopotentiometry,0.02,1800,10,12.3,0.7758,0.7758
Chronopotentiometry,0.02,1800,10,12.4,0.7759,0.7759
Chronopotentiometry,0.02,1800,10,12.5,0.7759,0.7759
Chronopotentiometry,0.02,1800,10,12.6,0.7759,0.7759
Chronopotentiometry,0.02,1800,10,12.7,0.776,0.776
Chronopotentiometry,0.02,1800,10,12.8,0.776,0.776
Chronopotentiometry,0.02,1800,10,12.9,0.776,0.776
Chronopotentiometry,0.02,1800,10,13.0,0.776,0.776
Chronopotentiometry,0.02,1800,10,13.1,0.776,0.776
Chronopotentiometry,0.02,1800,10,13.2,0.776,0.776
Chronopotentiometry,0.02,1800,10,13.3,0.7761,0.7761
Chronopotentiometry,0.02,1800,10,13.4,0.7761,0.7761
Chronopotentiometry,0.02,1800,10,13.5,0.7762,0.7762
Chronopotentiometry,0.02,1800,10,13.6,0.7763,0.7763
Chronopotentiometry,0.02,1800,10,13.7,0.7762,0.7762
Chronopotentiometry,0.02,1800,10,13.8,0.7762,0.7762
Chronopotentiometry,0.02,1800,10,13.9,0.7762,0.7762
Chronopotentiometry,0.02,1800,10,14.0,0.7763,0.7763
Chronopotentiometry,0.02,1800,10,14.1,0.7763,0.7763
Chronopotentiometry,0.02,1800,10,14.2,0.7764,0.7764
Chronopotentiometry,0.02,1800,10,14.3,0.7765,0.7765
Chronopotentiometry,0.02,1800,10,14.4,0.7764,0.7764
Chronopotentiometry,0.02,1800,10,14.5,0.7765,0.7765
Chronopotentiometry,0.02,1800,10,14.6,0.7765,0.7765
Chronopotentiometry,0.02,1800,10,14.7,0.7765,0.7765
Chronopotentiometry,0.02,1800,10,14.8,0.7765,0.7765
Chronopotentiometry,0.02,1800,10,14.9,0.7765,0.7765
Chronopotentiometry,0.02,1800,10,15.0,0.7766,0.7766
Chronopotentiometry,0.02,1800,10,15.1,0.7766,0.7766
Chronopotentiometry,0.02,1800,10,15.2,0.7767,0.7767
Chronopotentiometry,0.02,1800,10,15.3,0.7767,0.7767
Chronopotentiometry,0.02,1800,10,15.4,0.7768,0.7768
Chronopotentiometry,0.02,1800,10,15.5,0.7768,0.7768
Chronopotentiometry,0.02,1800,10,15.6,0.7769,0.7769
Chronopotentiometry,0.02,1800,10,15.7,0.7769,0.7769
Chronopotentiometry,0.02,1800,10,15.8,0.7768,0.7768
Chronopotentiometry,0.02,1800,10,15.9,0.7768,0.7768
Chronopotentiometry,0.02,1800,10,16.0,0.7768,0.7768
Chronopotentiometry,0.02,1800,10,16.1,0.7769,0.7769
Chronopotentiometry,0.02,1800,10,16.2,0.7769,0.7769
Chronopotentiometry,0.02,1800,10,16.3,0.7771,0.7771
Chronopotentiometry,0.02,1800,10,16.4,0.777,0.777
Chronopotentiometry,0.02,1800,10,16.5,0.777,0.777
Chronopotentiometry,0.02,1800,10,16.6,0.777,0.777
Chronopotentiometry,0.02,1800,10,16.7,0.7771,0.7771
Chronopotentiometry,0.02,1800,10,16.8,0.7772,0.7772
Chronopotentiometry,0.02,1800,10,16.9,0.7771,0.7771
Chronopotentiometry,0.02,1800,10,17.0,0.7772,0.7772
Chronopotentiometry,0.02,1800,10,17.1,0.7772,0.7772
Chronopotentiometry,0.02,1800,10,17.2,0.7773,0.7773
Chronopotentiometry,0.02,1800,10,17.3,0.7773,0.7773
Chronopotentiometry,0.02,1800,10,17.4,0.7774,0.7774
Chronopotentiometry,0.02,1800,10,17.5,0.7773,0.7773
Chronopotentiometry,0.02,1800,10,17.6,0.7774,0.7774
Chronopotentiometry,0.02,1800,10,17.7,0.7775,0.7775
Chronopotentiometry,0.02,1800,10,17.8,0.7774,0.7774
Chronopotentiometry,0.02,1800,10,17.9,0.7775,0.7775
Chronopotentiometry,0.02,1800,10,18.0,0.7775,0.7775
Chronopotentiometry,0.02,1800,10,18.1,0.7776,0.7776
Chronopotentiometry,0.02,1800,10,18.2,0.7777,0.7777
Chronopotentiometry,0.02,1800,10,18.3,0.7776,0.7776
Chronopotentiometry,0.02,1800,10,18.4,0.7776,0.7776
Chronopotentiometry,0.02,1800,10,18.5,0.7776,0.7776
Chronopotentiometry,0.02,1800,10,18.6,0.7777,0.7777
Chronopotentiometry,0.02,1800,10,18.7,0.7777,0.7777
Chronopotentiometry,0.02,1800,10,18.8,0.7778,0.7778
Chronopotentiometry,0.02,1800,10,18.9,0.7777,0.7777
Chronopotentiometry,0.02,1800,10,19.0,0.7779,0.7779
Chronopotentiometry,0.02,1800,10,19.1,0.7778,0.7778
Chronopotentiometry,0.02,1800,10,19.2,0.7779,0.7779
Chronopotentiometry,0.02,1800,10,19.3,0.7778,0.7778
Chronopotentiometry,0.02,1800,10,19.4,0.7778,0.7778
Chronopotentiometry,0.02,1800,10,19.5,0.7779,0.7779
Chronopotentiometry,0.02,1800,10,19.6,0.7779,0.7779
Chronopotentiometry,0.02,1800,10,19.7,0.7779,0.7779
Chronopotentiometry,0.02,1800,10,19.8,0.778,0.778
Chronopotentiometry,0.02,1800,10,19.9,0.7779,0.7779
Chronopotentiometry,0.02,1800,10,20.0,0.778,0.778
Chronopotentiometry,0.02,1800,10,20.1,0.778,0.778
Chronopotentiometry,0.02,1800,10,20.2,0.778,0.778
Chronopotentiometry,0.02,1800,10,20.3,0.7781,0.7781
Chronopotentiometry,0.02,1800,10,20.4,0.7781,0.7781
Chronopotentiometry,0.02,1800,10,20.5,0.7781,0.7781
Chronopotentiometry,0.02,1800,10,20.6,0.7781,0.7781
Chronopotentiometry,0.02,1800,10,20.7,0.7781,0.7781
Chronopotentiometry,0.02,1800,10,20.8,0.7781,0.7781
Chronopotentiometry,0.02,1800,10,20.9,0.7781,0.7781
Chronopotentiometry,0.02,1800,10,21.0,0.7782,0.7782
Chronopotentiometry,0.02,1800,10,21.1,0.7782,0.7782
Chronopotentiometry,0.02,1800,10,21.2,0.7782,0.7782
Chronopotentiometry,0.02,1800,10,21.3,0.7782,0.7782
Chronopotentiometry,0.02,1800,10,21.4,0.7783,0.7783
Chronopotentiometry,0.02,1800,10,21.5,0.7783,0.7783
Chronopotentiometry,0.02,1800,10,21.6,0.7783,0.7783
Chronopotentiometry,0.02,1800,10,21.7,0.7783,0.7783
Chronopotentiometry,0.02,1800,10,21.8,0.7785,0.7785
Chronopotentiometry,0.02,1800,10,21.9,0.7785,0.7785
Chronopotentiometry,0.02,1800,10,22.0,0.7784,0.7784
Chronopotentiometry,0.02,1800,10,22.1,0.7785,0.7785
Chronopotentiometry,0.02,1800,10,22.2,0.7786,0.7786
Chronopotentiometry,0.02,1800,10,22.3,0.7785,0.7785
Chronopotentiometry,0.02,1800,10,22.4,0.7786,0.7786
Chronopotentiometry,0.02,1800,10,22.5,0.7786,0.7786
Chronopotentiometry,0.02,1800,10,22.6,0.7786,0.7786
Chronopotentiometry,0.02,1800,10,22.7,0.7786,0.7786
Chronopotentiometry,0.02,1800,10,22.8,0.7786,0.7786
Chronopotentiometry,0.02,1800,10,22.9,0.7787,0.7787
Chronopotentiometry,0.02,1800,10,23.0,0.7787,0.7787
Chronopotentiometry,0.02,1800,10,23.1,0.7787,0.7787
Chronopotentiometry,0.02,1800,10,23.2,0.7788,0.7788
Chronopotentiometry,0.02,1800,10,23.3,0.7788,0.7788
Chronopotentiometry,0.02,1800,10,23.4,0.7788,0.7788
Chronopotentiometry,0.02,1800,10,23.5,0.7789,0.7789
Chronopotentiometry,0.02,1800,10,23.6,0.7787,0.7787
Chronopotentiometry,0.02,1800,10,23.7,0.7787,0.7787
Chronopotentiometry,0.02,1800,10,23.8,0.7787,0.7787
Chronopotentiometry,0.02,1800,10,23.9,0.7788,0.7788
Chronopotentiometry,0.02,1800,10,24.0,0.7787,0.7787
Chronopotentiometry,0.02,1800,10,24.1,0.7787,0.7787
Chronopotentiometry,0.02,1800,10,24.2,0.7788,0.7788
Chronopotentiometry,0.02,1800,10,24.3,0.7788,0.7788
Chronopotentiometry,0.02,1800,10,24.4,0.7789,0.7789
Chronopotentiometry,0.02,1800,10,24.5,0.779,0.779
Chronopotentiometry,0.02,1800,10,24.6,0.7789,0.7789
Chronopotentiometry,0.02,1800,10,24.7,0.779,0.779
Chronopotentiometry,0.02,1800,10,24.8,0.779,0.779
Chronopotentiometry,0.02,1800,10,24.9,0.779,0.779
Chronopotentiometry,0.02,1800,10,25.0,0.779,0.779
Chronopotentiometry,0.02,1800,10,25.1,0.779,0.779
Chronopotentiometry,0.02,1800,10,25.2,0.7791,0.7791
Chronopotentiometry,0.02,1800,10,25.3,0.7791,0.7791
Chronopotentiometry,0.02,1800,10,25.4,0.7792,0.7792
Chronopotentiometry,0.02,1800,10,25.5,0.7792,0.7792
Chronopotentiometry,0.02,1800,10,25.6,0.7792,0.7792
Chronopotentiometry,0.02,1800,10,25.7,0.7791,0.7791
Chronopotentiometry,0.02,1800,10,25.8,0.7792,0.7792
Chronopotentiometry,0.02,1800,10,25.9,0.7792,0.7792
Chronopotentiometry,0.02,1800,10,26.0,0.7792,0.7792
Chronopotentiometry,0.02,1800,10,26.1,0.7793,0.7793
Chronopotentiometry,0.02,1800,10,26.2,0.7793,0.7793
Chronopotentiometry,0.02,1800,10,26.3,0.7794,0.7794
Chronopotentiometry,0.02,1800,10,26.4,0.7794,0.7794
Chronopotentiometry,0.02,1800,10,26.5,0.7794,0.7794
Chronopotentiometry,0.02,1800,10,26.6,0.7794,0.7794
Chronopotentiometry,0.02,1800,10,26.7,0.7794,0.7794
Chronopotentiometry,0.02,1800,10,26.8,0.7794,0.7794
Chronopotentiometry,0.02,1800,10,26.9,0.7794,0.7794
Chronopotentiometry,0.02,1800,10,27.0,0.7794,0.7794
Chronopotentiometry,0.02,1800,10,27.1,0.7795,0.7795
Chronopotentiometry,0.02,1800,10,27.2,0.7795,0.7795
Chronopotentiometry,0.02,1800,10,27.3,0.7795,0.7795
Chronopotentiometry,0.02,1800,10,27.4,0.7794,0.7794
Chronopotentiometry,0.02,1800,10,27.5,0.7795,0.7795
Chronopotentiometry,0.02,1800,10,27.6,0.7795,0.7795
Chronopotentiometry,0.02,1800,10,27.7,0.7795,0.7795
Chronopotentiometry,0.02,1800,10,27.8,0.7796,0.7796
Chronopotentiometry,0.02,1800,10,27.9,0.7796,0.7796
Chronopotentiometry,0.02,1800,10,28.0,0.7796,0.7796
Chronopotentiometry,0.02,1800,10,28.1,0.7796,0.7796
Chronopotentiometry,0.02,1800,10,28.2,0.7797,0.7797
Chronopotentiometry,0.02,1800,10,28.3,0.7797,0.7797
Chronopotentiometry,0.02,1800,10,28.4,0.7797,0.7797
Chronopotentiometry,0.02,1800,10,28.5,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,28.6,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,28.7,0.7798,0.7798
Chronopotentiometry,0.02,1800,10,28.8,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,28.9,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,29.0,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,29.1,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,29.2,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,29.3,0.78,0.78
Chronopotentiometry,0.02,1800,10,29.4,0.78,0.78
Chronopotentiometry,0.02,1800,10,29.5,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,29.6,0.78,0.78
Chronopotentiometry,0.02,1800,10,29.7,0.7801,0.7801
Chronopotentiometry,0.02,1800,10,29.8,0.7801,0.7801
Chronopotentiometry,0.02,1800,10,29.9,0.7801,0.7801
Chronopotentiometry,0.02,1800,10,30.0,0.78,0.78
Chronopotentiometry,0.02,1800,10,30.1,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,30.2,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,30.3,0.7799,0.7799
Chronopotentiometry,0.02,1800,10,30.4,0.78,0.78
Chronopotentiometry,0.02,1800,10,30.5,0.7801,0.7801
Chronopotentiometry,0.02,1800,10,30.6,0.7801,0.7801
Chronopotentiometry,0.02,1800,10,30.7,0.7801,0.7801
Chronopotentiometry,0.02,1800,10,30.8,0.7801,0.7801
Chronopotentiometry,0.02,1800,10,30.9,0.7801,0.7801
Chronopotentiometry,0.02,1800,10,31.0,0.7802,0.7802
Chronopotentiometry,0.02,1800,10,31.1,0.7803,0.7803
Chronopotentiometry,0.02,1800,10,31.2,0.7803,0.7803
Chronopotentiometry,0.02,1800,10,31.3,0.7802,0.7802
Chronopotentiometry,0.02,1800,10,31.4,0.7804,0.7804
Chronopotentiometry,0.02,1800,10,31.5,0.7803,0.7803
Chronopotentiometry,0.02,1800,10,31.6,0.7804,0.7804
Chronopotentiometry,0.02,1800,10,31.7,0.7804,0.7804
Chronopotentiometry,0.02,1800,10,31.8,0.7804,0.7804
Chronopotentiometry,0.02,1800,10,31.9,0.7804,0.7804
Chronopotentiometry,0.02,1800,10,32.0,0.7804,0.7804
Chronopotentiometry,0.02,1800,10,32.1,0.7804,0.7804
Chronopotentiometry,0.02,1800,10,32.2,0.7804,0.7804
Chronopotentiometry,0.02,1800,10,32.3,0.7805,0.7805
Chronopotentiometry,0.02,1800,10,32.4,0.7805,0.7805
Chronopotentiometry,0.02,1800,10,32.5,0.7805,0.7805
Chronopotentiometry,0.02,1800,10,32.6,0.7805,0.7805
Chronopotentiometry,0.02,1800,10,32.7,0.7806,0.7806
Chronopotentiometry,0.02,1800,10,32.8,0.7806,0.7806
Chronopotentiometry,0.02,1800,10,32.9,0.7806,0.7806
Chronopotentiometry,0.02,1800,10,33.0,0.7807,0.7807
Chronopotentiometry,0.02,1800,10,33.1,0.7807,0.7807
Chronopotentiometry,0.02,1800,10,33.2,0.7806,0.7806
Chronopotentiometry,0.02,1800,10,33.3,0.7807,0.7807
Chronopotentiometry,0.02,1800,10,33.4,0.7807,0.7807
Chronopotentiometry,0.02,1800,10,33.5,0.7807,0.7807
Chronopotentiometry,0.02,1800,10,33.6,0.7807,0.7807
Chronopotentiometry,0.02,1800,10,33.7,0.7807,0.7807
Chronopotentiometry,0.02,1800,10,33.8,0.7807,0.7807
Chronopotentiometry,0.02,1800,10,33.9,0.7807,0.7807
Chronopotentiometry,0.02,1800,10,34.0,0.7807,0.7807
Chronopotentiometry,0.02,1800,10,34.1,0.7808,0.7808
Chronopotentiometry,0.02,1800,10,34.2,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,34.3,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,34.4,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,34.5,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,34.6,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,34.7,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,34.8,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,34.9,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,35.0,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,35.1,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,35.2,0.7809,0.7809
Chronopotentiometry,0.02,1800,10,35.3,0.781,0.781
Chronopotentiometry,0.02,1800,10,35.4,0.781,0.781
Chronopotentiometry,0.02,1800,10,35.5,0.781,0.781
Chronopotentiometry,0.02,1800,10,35.6,0.7811,0.7811
Chronopotentiometry,0.02,1800,10,35.7,0.7811,0.7811
Chronopotentiometry,0.02,1800,10,35.8,0.781,0.781
Chronopotentiometry,0.02,1800,10,35.9,0.781,0.781
Chronopotentiometry,0.02,1800,10,36.0,0.7811,0.7811
Chronopotentiometry,0.02,1800,10,36.1,0.7812,0.7812
Chronopotentiometry,0.02,1800,10,36.2,0.7812,0.7812
Chronopotentiometry,0.02,1800,10,36.3,0.7813,0.7813
Chronopotentiometry,0.02,1800,10,36.4,0.7812,0.7812
Chronopotentiometry,0.02,1800,10,36.5,0.7812,0.7812
Chronopotentiometry,0.02,1800,10,36.6,0.7812,0.7812
Chronopotentiometry,0.02,1800,10,36.7,0.7812,0.7812
Chronopotentiometry,0.02,1800,10,36.8,0.7812,0.7812
Chronopotentiometry,0.02,1800,10,36.9,0.7813,0.7813
Chronopotentiometry,0.02,1800,10,37.0,0.7813,0.7813
Chronopotentiometry,0.02,1800,10,37.1,0.7813,0.7813
Chronopotentiometry,0.02,1800,10,37.2,0.7813,0.7813
Chronopotentiometry,0.02,1800,10,37.3,0.7814,0.7814
Chronopotentiometry,0.02,1800,10,37.4,0.7814,0.7814
Chronopotentiometry,0.02,1800,10,37.5,0.7814,0.7814
Chronopotentiometry,0.02,1800,10,37.6,0.7815,0.7815
Chronopotentiometry,0.02,1800,10,37.7,0.7814,0.7814
Chronopotentiometry,0.02,1800,10,37.8,0.7813,0.7813
Chronopotentiometry,0.02,1800,10,37.9,0.7814,0.7814
Chronopotentiometry,0.02,1800,10,38.0,0.7815,0.7815
Chronopotentiometry,0.02,1800,10,38.1,0.7814,0.7814
Chronopotentiometry,0.02,1800,10,38.2,0.7815,0.7815
Chronopotentiometry,0.02,1800,10,38.3,0.7815,0.7815
Chronopotentiometry,0.02,1800,10,38.4,0.7816,0.7816
Chronopotentiometry,0.02,1800,10,38.5,0.7815,0.7815
Chronopotentiometry,0.02,1800,10,38.6,0.7816,0.7816
Chronopotentiometry,0.02,1800,10,38.7,0.7816,0.7816
Chronopotentiometry,0.02,1800,10,38.8,0.7816,0.7816
Chronopotentiometry,0.02,1800,10,38.9,0.7816,0.7816
Chronopotentiometry,0.02,1800,10,39.0,0.7816,0.7816
Chronopotentiometry,0.02,1800,10,39.1,0.7816,0.7816
Chronopotentiometry,0.02,1800,10,39.2,0.7817,0.7817
Chronopotentiometry,0.02,1800,10,39.3,0.7817,0.7817
Chronopotentiometry,0.02,1800,10,39.4,0.7817,0.7817
Chronopotentiometry,0.02,1800,10,39.5,0.7817,0.7817
Chronopotentiometry,0.02,1800,10,39.6,0.7817,0.7817
Chronopotentiometry,0.02,1800,10,39.7,0.7818,0.7818
Chronopotentiometry,0.02,1800,10,39.8,0.7818,0.7818
Chronopotentiometry,0.02,1800,10,39.9,0.7819,0.7819
Chronopotentiometry,0.02,1800,10,40.0,0.7819,0.7819
Chronopotentiometry,0.02,1800,10,40.1,0.7819,0.7819
Chronopotentiometry,0.02,1800,10,40.2,0.7819,0.7819
Chronopotentiometry,0.02,1800,10,40.3,0.7819,0.7819
Chronopotentiometry,0.02,1800,10,40.4,0.7819,0.7819
Chronopotentiometry,0.02,1800,10,40.5,0.782,0.782
Chronopotentiometry,0.02,1800,10,40.6,0.782,0.782
Chronopotentiometry,0.02,1800,10,40.7,0.7819,0.7819
Chronopotentiometry,0.02,1800,10,40.8,0.782,0.782
Chronopotentiometry,0.02,1800,10,40.9,0.782,0.782
Chronopotentiometry,0.02,1800,10,41.0,0.782,0.782
Chronopotentiometry,0.02,1800,10,41.1,0.782,0.782
Chronopotentiometry,0.02,1800,10,41.2,0.782,0.782
Chronopotentiometry,0.02,1800,10,41.3,0.782,0.782
Chronopotentiometry,0.02,1800,10,41.4,0.7821,0.7821
Chronopotentiometry,0.02,1800,10,41.5,0.7821,0.7821
Chronopotentiometry,0.02,1800,10,41.6,0.7822,0.7822
Chronopotentiometry,0.02,1800,10,41.7,0.7822,0.7822
Chronopotentiometry,0.02,1800,10,41.8,0.7821,0.7821
Chronopotentiometry,0.02,1800,10,41.9,0.7822,0.7822
Chronopotentiometry,0.02,1800,10,42.0,0.7823,0.7823
Chronopotentiometry,0.02,1800,10,42.1,0.7822,0.7822
Chronopotentiometry,0.02,1800,10,42.2,0.7822,0.7822
Chronopotentiometry,0.02,1800,10,42.3,0.7822,0.7822
