Overpotential / V,<I>/A,Tafel
-0.47530425,-0.000947720659414,-3.02331965206314
-0.47628389,-0.000951551175366,-3.02156784996094
-0.47725845,-0.000956547475109,-3.01929347031372
-0.47828246,-0.000961351722203,-3.0171176913475
-0.47928501,-0.000966021845462,-3.01501305240812
-0.48030216,-0.000971616817431,-3.01250497672568
-0.481284,-0.000974625096829,-3.01116240962418
-0.48229606,-0.000981050398063,-3.00830868167372
-0.48331202,-0.000984466362469,-3.00679911837181
-0.48433328,-0.000989639663172,-3.00452290720317
-0.48530603,-0.00099392115035,-3.00264806764114
-0.48628915,-0.000998260907829,-3.00075593564504
-0.48728371,-0.001002688975108,-2.99883376024173
-0.48830316,-0.001006810625946,-2.99705220952674
-0.48929081,-0.001010901362946,-2.99529121791865
-0.49029297,-0.001015498366069,-2.99332077103596
-0.49128009,-0.001017086232012,-2.99264222456065
-0.49229998,-0.001023587726884,-2.98987493007122
-0.49329347,-0.001026718933549,-2.98854842915342
-0.49430559,-0.001031397662091,-2.98657385736029
-0.49528731,-0.00103507613708,-2.98502770363927
-0.49626488,-0.001038818706931,-2.98346023824598
-0.49727655,-0.001042942295334,-2.98173971986816
-0.4982667,-0.001046946852571,-2.98007536437732
-0.49930096,-0.001050386163923,-2.97865100756906
-0.50029246,-0.001054607966156,-2.97690895247687
-0.50129209,-0.001055928210417,-2.97636560725618
-0.50230218,-0.001061023794529,-2.97427487649776
-0.50329397,-0.001063394782858,-2.97330547471739
-0.50429294,-0.001068088300664,-2.9713928419648
-0.50529242,-0.001071736936768,-2.96991180133186
-0.50626684,-0.001075477570847,-2.96839864242097
-0.50728295,-0.001078705818289,-2.96709697877735
-0.50827072,-0.00108156850189,-2.96594596901216
-0.50929648,-0.001083572704483,-2.96514194350758
-0.51027308,-0.001087438729074,-2.96359520368329
-0.51128248,-0.001088613996489,-2.96312608618747
-0.5122954,-0.001094186303378,-2.96090872586313
-0.51328594,-0.001095890862246,-2.96023269428617
-0.51429284,-0.001099098349749,-2.95896344420782
-0.51528323,-0.001102006464369,-2.95781585790578
-0.51626626,-0.001104338289411,-2.95689786979543
-0.51729245,-0.001107030720484,-2.95584032713233
-0.51827941,-0.001109979626343,-2.95468499260787
-0.51928247,-0.001112080018829,-2.95386396231712
-0.52029137,-0.001115575776608,-2.95250092448822
-0.52128578,-0.001117194742378,-2.9518711167962
-0.52229125,-0.001121002083437,-2.9503935802467
-0.52327875,-0.001123906859369,-2.94926967821364
-0.52427176,-0.001125787154392,-2.94854371109287
-0.52529178,-0.001129492844558,-2.94711651603059
-0.5263036,-0.00113238629616,-2.94600539499242
-0.52728323,-0.001135993990219,-2.94462396617913
-0.52827827,-0.001138238109234,-2.94376687791492
-0.52928973,-0.001140945798683,-2.94273498651257
-0.53029347,-0.001144101860347,-2.94153530822031
-0.53129692,-0.00114588163117,-2.94086024239017
-0.5322573,-0.001148894168023,-2.9397199751069
-0.53328366,-0.001151599883067,-2.9386983878919
-0.53429327,-0.001152998087031,-2.93817141325398
-0.5352763,-0.001156558475975,-2.9368324042673
-0.53628737,-0.00115753927137,-2.93646426592554
-0.53727708,-0.00115916858917,-2.93585339576913
-0.5383122,-0.001160686032502,-2.9352852417536
-0.53931618,-0.001161116217987,-2.93512430885351
-0.54030956,-0.001163445863321,-2.93425382020536
-0.54129709,-0.001165854219899,-2.93335575099338
-0.54228646,-0.001168652302137,-2.93231468107448
-0.54329256,-0.001171438453236,-2.93128052407265
-0.54430342,-0.001172587406304,-2.93085477448858
-0.54528997,-0.0011750184499,-2.92995531413523
-0.5463267,-0.001176199477166,-2.92951901798278
-0.54728533,-0.001178301452487,-2.92874358696563
-0.54829789,-0.001180982585307,-2.92775650641785
-0.54931394,-0.001183143504654,-2.92696257616708
-0.55030785,-0.001185827155632,-2.9259786084639
-0.55129866,-0.001186461479714,-2.92574635725231
-0.55227692,-0.001188718900774,-2.92492083190417
-0.5532814,-0.00119087230359,-2.92413480511641
-0.55428643,-0.001192122963154,-2.92367894638698
-0.55527768,-0.00119474319134,-2.92272543577825
-0.55627776,-0.001195577652642,-2.92242221125149
-0.55728573,-0.001197351851535,-2.92177820988923
-0.55829925,-0.001199473597109,-2.92100930730927
-0.55928791,-0.001200316290061,-2.92070429984531
-0.56032077,-0.001201926571627,-2.92012206354051
-0.56131855,-0.001202728021476,-2.91983257060408
-0.56227729,-0.00120580948158,-2.91872130549168
-0.56328133,-0.001207300445272,-2.91818463919289
-0.56427888,-0.00120829916773,-2.91782552365488
-0.56530998,-0.001211313933962,-2.91674328698217
-0.56631086,-0.001213257635081,-2.91604696697066
-0.56727482,-0.001214302078717,-2.91567326153042
-0.56830139,-0.001214688190018,-2.9155351909826
-0.56928078,-0.001213414460559,-2.91599083376697
-0.57029367,-0.001216237680504,-2.91498154575043
-0.57129828,-0.001216407912749,-2.91492076342763
-0.57229469,-0.001220894717646,-2.91332178529086
-0.57329971,-0.001222506170885,-2.91274893999598
-0.57426441,-0.001222734651632,-2.91266777995093
-0.57529265,-0.001223493102386,-2.91239847470134
-0.57628054,-0.001225043405261,-2.91184852327373
-0.57728992,-0.001226722946873,-2.91125351081038
-0.57831714,-0.001228372017956,-2.91067008524877
-0.57928313,-0.001228955492101,-2.91046384525415
-0.58030144,-0.001231694488752,-2.90949700183332
-0.581287,-0.001230509153257,-2.90991515140926
-0.58230407,-0.001235349537598,-2.90821014299382
-0.58330468,-0.001235362906147,-2.90820544322623
-0.58430151,-0.001235254418933,-2.90824358381404
-0.585311,-0.001236166101225,-2.90792317002488
-0.58626167,-0.00123700514353,-2.90762849454874
-0.58728603,-0.001239010109118,-2.9069251501888
-0.58830441,-0.00124061312968,-2.90636362691334
-0.58929513,-0.001241646440769,-2.90600205205207
-0.59028054,-0.001244052761131,-2.90516120052776
-0.59126506,-0.001242362372439,-2.90575171060329
-0.59228352,-0.001244668801626,-2.90494619616814
-0.59328917,-0.001243162075816,-2.90547224702679
-0.5943111,-0.001244526515128,-2.90499584614153
-0.5952949,-0.001244894753452,-2.90486736336924
-0.59627337,-0.001246091445425,-2.90445008545677
-0.59729714,-0.001247734178823,-2.90387792824864
-0.5982985,-0.001249103330214,-2.90340163377523
-0.59930793,-0.001249820476743,-2.9031523642393
-0.60027159,-0.001251913687421,-2.90242561231476
-0.60128216,-0.001251016365985,-2.9027370087634
-0.60229916,-0.001254412160841,-2.90155974439121
-0.60327951,-0.001253407457498,-2.90190772567179
-0.60427288,-0.001255714269562,-2.90110917052686
-0.60529352,-0.001256598692387,-2.90080339654532
-0.60630409,-0.001257832787379,-2.90037708889494
-0.60728423,-0.001258465039509,-2.90015884476328
-0.60827283,-0.001259433061298,-2.89982491024708
-0.60926224,-0.001258356458473,-2.90019631753994
-0.61026875,-0.001261016687723,-2.89927916613258
-0.61127198,-0.001260002722067,-2.89962851664645
-0.61229239,-0.001264612946245,-2.89804237648914
-0.61331252,-0.001262180451442,-2.89887855043026
-0.61429972,-0.001263302830634,-2.89849253075196
-0.61529393,-0.001262439970203,-2.89878926368804
-0.61628909,-0.001264774406812,-2.89798693109997
-0.61730314,-0.001265704421809,-2.89766770266366
-0.61831889,-0.001268195051148,-2.89681394588436
-0.61928941,-0.001267908412963,-2.89691211647107
-0.6202786,-0.001270522341684,-2.89601769363227
-0.62127591,-0.001268489871864,-2.89671299601115
-0.62227926,-0.001273411416069,-2.89503126102656
-0.62330512,-0.001270771242954,-2.89593262164443
-0.6243083,-0.001274864182566,-2.89453608025274
-0.62528426,-0.001274547594841,-2.89464394223409
-0.62628431,-0.001276340000745,-2.89403361967571
-0.62729499,-0.001273925764417,-2.89485587894205
-0.6282858,-0.001274995681588,-2.8944912861834
-0.62928716,-0.001274649652756,-2.89460916800122
-0.63027877,-0.001276737925217,-2.89389824080461
-0.63127641,-0.001275107740942,-2.89445311772439
-0.63227222,-0.001279622694684,-2.89291806611153
-0.63327859,-0.001277162464956,-2.89375385360099
-0.63428635,-0.001280890485065,-2.89248800043892
-0.63528071,-0.001279196601223,-2.89306270316428
-0.63627882,-0.001281423909935,-2.89230717682006
-0.63729174,-0.001279770870314,-2.89286777930995
-0.63829011,-0.001282415471833,-2.89197125103196
-0.63928721,-0.001282212742777,-2.89203991136264
-0.64030407,-0.00128379580006,-2.89150404944449
-0.6413098,-0.001281613858762,-2.89224280498085
-0.64230192,-0.001284530842056,-2.89125546370291
-0.64327467,-0.00128137996503,-2.89232207068654
-0.64429811,-0.001283729233951,-2.89152656863574
-0.64528126,-0.001282406354668,-2.89197433860276
-0.64628712,-0.001285922727237,-2.89078512794585
-0.64729128,-0.001284042929886,-2.89142045609525
-0.64827321,-0.00128632280672,-2.89065003017933
-0.64928708,-0.001285921671876,-2.89078548437289
-0.65028221,-0.001288568484976,-2.88989249456987
-0.65127975,-0.0012871893585,-2.89035755930962
-0.65229831,-0.001289592511262,-2.88954749750472
-0.65328903,-0.001286981792086,-2.89042759734786
-0.65431554,-0.001289892041987,-2.88944663662434
-0.65528563,-0.001288457385368,-2.88992994079616
-0.65630669,-0.001291070356275,-2.88905009041404
-0.65730248,-0.0012882786854,-2.88999017856055
-0.6582929,-0.001290413539995,-2.88927108864908
-0.65930111,-0.00128893711073,-2.88976827204095
-0.6602929,-0.001291499348426,-2.8889058085963
-0.66129927,-0.001291606778624,-2.88886968438016
-0.66231493,-0.001295992715767,-2.88739743944616
-0.66328216,-0.001294323780884,-2.88795706936897
-0.66428373,-0.001298423375796,-2.88658367441411
-0.66527197,-0.00129498289084,-2.88773596939191
-0.66629712,-0.00129782817361,-2.88678280229126
-0.66727037,-0.001295967332191,-2.88740594570927
-0.6682863,-0.001298249268008,-2.8866419136013
-0.66928578,-0.001297828325795,-2.88678275136533
-0.67028836,-0.001299061420477,-2.88637031471321
-0.67125545,-0.001297060129267,-2.88703989037418
-0.67228685,-0.001299569118906,-2.88620061715476
-0.67328588,-0.00129811319695,-2.88668743491056
-0.67431302,-0.00130124637319,-2.88564046793739
-0.67527101,-0.001300140279173,-2.88600978678247
-0.67627785,-0.001301345335803,-2.88560744015474
-0.67727739,-0.001299394403343,-2.88625900812825
-0.67827428,-0.001301231480721,-2.88564543836742
-0.67927969,-0.001300913555065,-2.88575156109077
-0.68029127,-0.001302630206225,-2.88517885534605
-0.68129731,-0.001301649001462,-2.88550611045245
-0.68227617,-0.001304036972285,-2.88471009523606
-0.68328188,-0.00130193582191,-2.88541042350783
-0.68429623,-0.001303091034983,-2.88502524306734
-0.68529213,-0.001300938143084,-2.88574335275106
-0.68627647,-0.00130270352187,-2.88515441273464
-0.6872677,-0.001300980335584,-2.88572926778256
-0.68826929,-0.001303465702605,-2.88490039170328
-0.68927482,-0.001303128980652,-2.88501259671011
-0.69028101,-0.001304035520802,-2.88471057863617
-0.69128121,-0.001303452293078,-2.88490485957205
-0.69228495,-0.001306447364528,-2.88390808287931
-0.69329516,-0.00130645739908,-2.88390474716592
-0.69427962,-0.001307462472331,-2.88357076769481
-0.69527508,-0.001304210583369,-2.88465227991442
-0.69631506,-0.001304453055064,-2.88457154576542
-0.69728164,-0.001302473275612,-2.88523117887174
-0.69828648,-0.001303663292003,-2.8848345629811
-0.6992688,-0.001304700505678,-2.88448916929029
-0.7002693,-0.001307595889877,-2.8835264531929
-0.70128166,-0.00130788365517,-2.88343088763653
-0.70226503,-0.00130878611792,-2.88313132013871
-0.70328068,-0.00130799780924,-2.8833929834091
-0.70427377,-0.001310285959255,-2.8826339127613
-0.70528939,-0.001309236306007,-2.88298195991766
-0.70628326,-0.001308809138559,-2.88312368126774
-0.7072772,-0.001306687732952,-2.88382818599193
-0.70828997,-0.001305573090221,-2.88419880994511
-0.70930021,-0.001306378224658,-2.88393106724096
-0.71028974,-0.00130607854368,-2.88403070509698
-0.71126146,-0.001307319266515,-2.88361833839244
-0.71227203,-0.00130770203209,-2.88349120139462
-0.71328715,-0.001306979682297,-2.88373116370874
-0.7143066,-0.00130946230571,-2.88290699869552
-0.71528589,-0.00131005260776,-2.8827112640379
-0.71629343,-0.001311662208565,-2.8821779941102
-0.7172805,-0.001312581756601,-2.88187363623843
-0.71828575,-0.001311790675615,-2.88213546044684
-0.71929411,-0.001312445518871,-2.88191871561322
-0.72030062,-0.001310804481722,-2.88246208240743
-0.721309,-0.001312963636247,-2.88174730193483
-0.7222987,-0.001311981642136,-2.88207224177047
-0.72327032,-0.001311942675875,-2.88208514064247
-0.72429309,-0.001312697507165,-2.8818353394887
-0.72529378,-0.00131336104925,-2.8816158678615
-0.72627901,-0.001314170809808,-2.88134818353135
-0.72730159,-0.00131461311863,-2.88120203817455
-0.72829425,-0.001313957795777,-2.88141858405756
-0.72928735,-0.001315184599685,-2.88101328519848
-0.73029686,-0.001313662043876,-2.88151634813822
-0.73130567,-0.001316179367541,-2.88068492149321
-0.73229476,-0.001314206035049,-2.88133654278969
-0.73329169,-0.001315062746544,-2.88105352487193
-0.73431525,-0.001315020428488,-2.88106750047422
-0.73529427,-0.001313975557409,-2.88141271345291
-0.73629834,-0.001313906698453,-2.88143547327364
-0.73731237,-0.001313756567599,-2.88148509987738
-0.73830973,-0.001313519264123,-2.88156355345199
-0.73930369,-0.001314683672869,-2.88117873056114
-0.74030415,-0.001313644051,-2.88152229659383
-0.7412831,-0.001314549694321,-2.88122299148131
-0.74230842,-0.00131545098733,-2.88092532874786
-0.74329955,-0.001313493092717,-2.88157220670193
-0.74431283,-0.001314280304368,-2.88131200033349
-0.74531314,-0.001313060507316,-2.88171526066749
-0.74630477,-0.001315233359044,-2.88099718439561
-0.74729937,-0.001314506299656,-2.88123732823455
-0.74828473,-0.001316262208063,-2.88065758779511
-0.74929703,-0.001315661820825,-2.8808557279135
-0.75030174,-0.001317828920704,-2.88014096577885
-0.7512961,-0.001315803607719,-2.88080892717259
-0.75228485,-0.001317881725177,-2.88012356425493
-0.75330656,-0.001315061008489,-2.88105409885834
-0.75432085,-0.001317359095232,-2.88029582578191
-0.75529576,-0.001316564919082,-2.88055772121116
-0.75630128,-0.001317676158829,-2.88019131183218
-0.75730932,-0.001317528709631,-2.88023991251117
-0.75826674,-0.001317452765173,-2.88026494665985
-0.75928735,-0.001316575160871,-2.88055434277154
-0.76030017,-0.001317266087427,-2.88032648879754
-0.76128938,-0.001315622059835,-2.88086885304859
-0.76232625,-0.001317187061464,-2.88035254395029
-0.76330253,-0.001315408501084,-2.88093935575483
-0.76429219,-0.001314630982639,-2.88119613667578
-0.76530168,-0.001316258441381,-2.88065883059591
-0.7663122,-0.001316660882698,-2.88052606690418
-0.76732501,-0.001318878916403,-2.87979507431869
-0.76831428,-0.00131966980257,-2.87953472096158
-0.76929439,-0.001319691562542,-2.87952755995959
-0.77028038,-0.001319309316162,-2.87965337082712
-0.77130265,-0.001320001230472,-2.87942566395566
-0.7723104,-0.001319768343259,-2.87950229309233
-0.77330992,-0.001321890972969,-2.87880436314896
-0.7743044,-0.00132032267087,-2.87931991951118
-0.77529664,-0.001321531434026,-2.87892250225479
-0.77628409,-0.001318950634864,-2.87977145874288
-0.77731528,-0.001321261626703,-2.87901117800759
-0.77829676,-0.001319591668193,-2.8795604352222
-0.77930639,-0.001321046930496,-2.87908175369996
-0.78029052,-0.001319903811647,-2.87945771697076
-0.78129262,-0.001320282428491,-2.87933315666151
-0.78229358,-0.00131986674556,-2.87946991317987
-0.78329126,-0.001323070280392,-2.87841708583843
-0.78429913,-0.001320524811745,-2.87925343428851
-0.78530125,-0.001322990748893,-2.87844319263686
-0.7863035,-0.001320733223524,-2.87918489718622
-0.78729741,-0.001321790134051,-2.87883749406269
-0.78830204,-0.001321304350815,-2.87899713495509
-0.789319,-0.001321714851729,-2.87886222993211
-0.79029306,-0.001319726071148,-2.87951620374458
-0.79130927,-0.00132083168957,-2.87915251996925
-0.79229329,-0.00131833979584,-2.87997263796755
-0.7932997,-0.001320938948818,-2.8791172541525
-0.79429179,-0.001318678030399,-2.87986122923757
-0.79531095,-0.00132034253329,-2.87931338620328
-0.79630824,-0.001320717450507,-2.87919008383184
-0.79730738,-0.001321762534065,-2.87884656255734
-0.79829048,-0.001321340791605,-2.87898515753623
-0.79930223,-0.00132088458,-2.87913512974297
-0.80031378,-0.001320366582385,-2.87930547591211
-0.80129155,-0.001321453680595,-2.87894805509349
-0.8022813,-0.001319542534235,-2.8795766061366
-0.80329592,-0.001322000820742,-2.87876827522599
-0.80430112,-0.001321411374267,-2.87896195925018
-0.80528561,-0.001321567180532,-2.87891075505005
