,R2 threshold,Overpotential Fit Width / V,Tafel slope / mV Decade-1,Exchange Current / A,Optimal Residual,Starting Fit Potential / V,Tafel R2,LSV R2,Ending Fit Potential
16,0.9,0.02599999999999999,18.690287433352246,5.941335662917026e-06,0.004913271714519628,0.0019883,0.9140958384453689,0.9549644227787578,0.027988299999999987
17,0.9,0.02699999999999999,19.309773550661294,6.205356321979953e-06,0.005203283743310185,0.0019883,0.9168296354938297,0.9504967942602078,0.028988299999999988
18,0.9,0.027999999999999983,19.618375827582877,6.33982201464898e-06,0.005351315374764654,0.0019883,0.9180061267286443,0.948552675573357,0.02998829999999998
19,0.9,0.028999999999999984,19.906869089081376,6.467332739494671e-06,0.005525043185006137,0.0019883,0.9194918052941558,0.9446317107330254,0.030988299999999983
20,0.9,0.029999999999999985,20.176267038854707,6.588004311673316e-06,0.005714171010433237,0.0019883,0.9211807428768867,0.9398868311662588,0.03198829999999998
21,0.9,0.030999999999999986,20.725264433568537,6.838663955519549e-06,0.00605442976782703,0.0019883,0.9236652113344532,0.9357340052915558,0.032988299999999984
22,0.9,0.03199999999999998,21.01421979292787,6.973550800903466e-06,0.006217749556489457,0.0019883,0.9244340741263116,0.9347584305692485,0.03398829999999998
23,0.9,0.03299999999999998,21.309875128339847,7.113632350734235e-06,0.006376705904519262,0.0019883,0.9250047088845921,0.9343429548520116,0.03498829999999998
24,0.9,0.03399999999999998,21.84855736821711,7.3733985708665275e-06,0.006748053014371404,0.0019883,0.9268456575743865,0.9299049866919942,0.03598829999999998
25,0.9,0.03499999999999998,22.1275010223494,7.510052125408214e-06,0.0069052833025557035,0.0019883,0.9272967771213304,0.9300054966878464,0.03698829999999998
26,0.9,0.035999999999999976,22.393965233034237,7.642606282148606e-06,0.0070895191595421545,0.0019883,0.9279995428874632,0.9284143721834519,0.037988299999999975
27,0.9,0.03699999999999998,22.67278101537243,7.78324789956886e-06,0.007263561025272336,0.0019883,0.9284010471634565,0.9278401064956839,0.038988299999999976
28,0.9,0.03799999999999998,23.209350265089878,8.059630031952855e-06,0.007659730939620384,0.0019883,0.929502373733261,0.9242022389091308,0.03998829999999998
29,0.9,0.03899999999999998,23.482359503452386,8.203445230004495e-06,0.007873771000933505,0.0019883,0.9299774692137809,0.9219801712218698,0.04098829999999998
30,0.9,0.03999999999999997,23.75218192008751,8.347509735955417e-06,0.008099152725351453,0.0019883,0.9304840203380538,0.9194527591963985,0.04198829999999997
31,0.9,0.040999999999999974,24.012220580817054,8.487927674370535e-06,0.008334520134642713,0.0019883,0.9310882634995713,0.9166465990697454,0.04298829999999997
32,0.9,0.041999999999999975,24.312044084101398,8.651076864578756e-06,0.00848863201098388,0.0019883,0.930747828286128,0.9186468757351772,0.04398829999999997
33,0.9,0.042999999999999976,24.812405016287624,8.928082672341535e-06,0.008948638731366327,0.0019883,0.9318402320215241,0.9143050026346601,0.044988299999999974
34,0.9,0.04399999999999998,25.073543553334968,9.075166231383165e-06,0.009163141728424092,0.0019883,0.9321029464465801,0.9135884344871258,0.045988299999999975
35,0.9,0.04499999999999997,25.334367640249408,9.223086370668755e-06,0.009354966268635483,0.0019883,0.9322264667501415,0.9140020647239916,0.04698829999999997
36,0.9,0.04599999999999997,25.792502900509085,9.486358432797815e-06,0.009809177946539396,0.0019883,0.9332717566337175,0.9107951723775937,0.04798829999999997
37,0.9,0.04699999999999997,26.03311084665443,9.627313794914425e-06,0.010031033074580835,0.0019883,0.9335742398002976,0.9099997147148332,0.04898829999999997
38,0.9,0.047999999999999966,26.513106503767755,9.912837251790087e-06,0.010463363358037759,0.0019883,0.9340100763981545,0.9092500204697531,0.049988299999999965
39,0.9,0.04899999999999997,26.747760474660648,1.0054964238087584e-05,0.010702623463010982,0.0019883,0.9343009859759219,0.9079051513134466,0.050988299999999966
40,0.901,0.01,13.379586345528399,4.394074368307124e-06,0.0033386169143680374,0.0028484,0.9688432182344582,0.9787760118647355,0.0128484
41,0.901,0.011,11.0806767893636,3.123947489125026e-06,0.003270754092909272,0.0019883,0.9027296286690589,0.9780942741383083,0.0129883
42,0.901,0.011999999999999999,11.58118355955447,3.293376818872997e-06,0.003330597836667498,0.0019883,0.9033327906771372,0.9808069213152326,0.013988299999999999
43,0.901,0.012999999999999998,15.022082581895585,5.012110393756075e-06,0.0034189981506227464,0.0028484,0.955492053297844,0.9797517170062728,0.0158484
44,0.901,0.013999999999999997,15.87406390865404,5.341693519598116e-06,0.0036228176760949335,0.0028484,0.9551778894357867,0.9782165256530232,0.016848399999999996
45,0.901,0.014999999999999996,16.356203748576533,5.529657900997321e-06,0.0036560041641895066,0.0028484,0.9527475617787137,0.9806548133259199,0.017848399999999997
46,0.901,0.015999999999999993,16.701955651370376,5.6662268721872935e-06,0.00377678885276301,0.0028484,0.9537739239910008,0.9772853748376463,0.018848399999999994
47,0.901,0.016999999999999994,17.09798512138215,5.825328144391394e-06,0.00386889284907065,0.0028484,0.953471132385366,0.9768541712556255,0.019848399999999995
48,0.901,0.017999999999999995,15.39488121263942,4.643645122647045e-06,0.0038505014629285766,0.0019883,0.90277246212732,0.9770850480920056,0.019988299999999994
49,0.901,0.018999999999999993,15.838102786979512,4.8099926400806275e-06,0.003922312765742149,0.0019883,0.9027495332693056,0.9776117064185194,0.020988299999999994
50,0.901,0.01999999999999999,16.250360371285915,4.966996434610908e-06,0.0040254596896842285,0.0019883,0.9037347211907613,0.9757850735249907,0.02198829999999999
51,0.901,0.02099999999999999,16.648273587542544,5.119814578933892e-06,0.004120100045915413,0.0019883,0.9046099131447423,0.9747210502853193,0.02298829999999999
52,0.901,0.021999999999999992,17.01426519679762,5.262088661929396e-06,0.004238490419082089,0.0019883,0.906123137623889,0.9716825084974192,0.02398829999999999
53,0.901,0.02299999999999999,17.708510783010055,5.5376457497310834e-06,0.004494807101972966,0.0019883,0.9094389429033206,0.964666517980632,0.02498829999999999
54,0.901,0.023999999999999987,18.074003490542047,5.686021276478326e-06,0.004603649312200827,0.0019883,0.9102238376043852,0.9639254928141149,0.025988299999999985
55,0.901,0.024999999999999988,18.387918597096412,5.815171180306475e-06,0.004755297059695356,0.0019883,0.9121639517273534,0.9593801233906969,0.026988299999999986
56,0.901,0.02599999999999999,18.690287433352246,5.941335662917026e-06,0.004913271714519628,0.0019883,0.9140958384453689,0.9549644227787578,0.027988299999999987
57,0.901,0.02699999999999999,19.309773550661294,6.205356321979953e-06,0.005203283743310185,0.0019883,0.9168296354938297,0.9504967942602078,0.028988299999999988
58,0.901,0.027999999999999983,19.618375827582877,6.33982201464898e-06,0.005351315374764654,0.0019883,0.9180061267286443,0.948552675573357,0.02998829999999998
59,0.901,0.028999999999999984,19.906869089081376,6.467332739494671e-06,0.005525043185006137,0.0019883,0.9194918052941558,0.9446317107330254,0.030988299999999983
60,0.901,0.029999999999999985,20.176267038854707,6.588004311673316e-06,0.005714171010433237,0.0019883,0.9211807428768867,0.9398868311662588,0.03198829999999998
61,0.901,0.030999999999999986,20.725264433568537,6.838663955519549e-06,0.00605442976782703,0.0019883,0.9236652113344532,0.9357340052915558,0.032988299999999984
62,0.901,0.03199999999999998,21.01421979292787,6.973550800903466e-06,0.006217749556489457,0.0019883,0.9244340741263116,0.9347584305692485,0.03398829999999998
63,0.901,0.03299999999999998,21.309875128339847,7.113632350734235e-06,0.006376705904519262,0.0019883,0.9250047088845921,0.9343429548520116,0.03498829999999998
64,0.901,0.03399999999999998,21.84855736821711,7.3733985708665275e-06,0.006748053014371404,0.0019883,0.9268456575743865,0.9299049866919942,0.03598829999999998
65,0.901,0.03499999999999998,22.1275010223494,7.510052125408214e-06,0.0069052833025557035,0.0019883,0.9272967771213304,0.9300054966878464,0.03698829999999998
66,0.901,0.035999999999999976,22.393965233034237,7.642606282148606e-06,0.0070895191595421545,0.0019883,0.9279995428874632,0.9284143721834519,0.037988299999999975
67,0.901,0.03699999999999998,22.67278101537243,7.78324789956886e-06,0.007263561025272336,0.0019883,0.9284010471634565,0.9278401064956839,0.038988299999999976
68,0.901,0.03799999999999998,23.209350265089878,8.059630031952855e-06,0.007659730939620384,0.0019883,0.929502373733261,0.9242022389091308,0.03998829999999998
69,0.901,0.03899999999999998,23.482359503452386,8.203445230004495e-06,0.007873771000933505,0.0019883,0.9299774692137809,0.9219801712218698,0.04098829999999998
70,0.901,0.03999999999999997,23.75218192008751,8.347509735955417e-06,0.008099152725351453,0.0019883,0.9304840203380538,0.9194527591963985,0.04198829999999997
71,0.901,0.040999999999999974,24.012220580817054,8.487927674370535e-06,0.008334520134642713,0.0019883,0.9310882634995713,0.9166465990697454,0.04298829999999997
72,0.901,0.041999999999999975,24.312044084101398,8.651076864578756e-06,0.00848863201098388,0.0019883,0.930747828286128,0.9186468757351772,0.04398829999999997
73,0.901,0.042999999999999976,24.812405016287624,8.928082672341535e-06,0.008948638731366327,0.0019883,0.9318402320215241,0.9143050026346601,0.044988299999999974
74,0.901,0.04399999999999998,25.073543553334968,9.075166231383165e-06,0.009163141728424092,0.0019883,0.9321029464465801,0.9135884344871258,0.045988299999999975
75,0.901,0.04499999999999997,25.334367640249408,9.223086370668755e-06,0.009354966268635483,0.0019883,0.9322264667501415,0.9140020647239916,0.04698829999999997
76,0.901,0.04599999999999997,25.792502900509085,9.486358432797815e-06,0.009809177946539396,0.0019883,0.9332717566337175,0.9107951723775937,0.04798829999999997
77,0.901,0.04699999999999997,26.03311084665443,9.627313794914425e-06,0.010031033074580835,0.0019883,0.9335742398002976,0.9099997147148332,0.04898829999999997
78,0.901,0.047999999999999966,26.513106503767755,9.912837251790087e-06,0.010463363358037759,0.0019883,0.9340100763981545,0.9092500204697531,0.049988299999999965
79,0.901,0.04899999999999997,26.747760474660648,1.0054964238087584e-05,0.010702623463010982,0.0019883,0.9343009859759219,0.9079051513134466,0.050988299999999966
80,0.902,0.01,13.379586345528399,4.394074368307124e-06,0.0033386169143680374,0.0028484,0.9688432182344582,0.9787760118647355,0.0128484
81,0.902,0.011,11.0806767893636,3.123947489125026e-06,0.003270754092909272,0.0019883,0.9027296286690589,0.9780942741383083,0.0129883
82,0.902,0.011999999999999999,11.58118355955447,3.293376818872997e-06,0.003330597836667498,0.0019883,0.9033327906771372,0.9808069213152326,0.013988299999999999
83,0.902,0.012999999999999998,15.022082581895585,5.012110393756075e-06,0.0034189981506227464,0.0028484,0.955492053297844,0.9797517170062728,0.0158484
84,0.902,0.013999999999999997,15.87406390865404,5.341693519598116e-06,0.0036228176760949335,0.0028484,0.9551778894357867,0.9782165256530232,0.016848399999999996
85,0.902,0.014999999999999996,16.356203748576533,5.529657900997321e-06,0.0036560041641895066,0.0028484,0.9527475617787137,0.9806548133259199,0.017848399999999997
86,0.902,0.015999999999999993,16.701955651370376,5.6662268721872935e-06,0.00377678885276301,0.0028484,0.9537739239910008,0.9772853748376463,0.018848399999999994
87,0.902,0.016999999999999994,17.09798512138215,5.825328144391394e-06,0.00386889284907065,0.0028484,0.953471132385366,0.9768541712556255,0.019848399999999995
88,0.902,0.017999999999999995,15.39488121263942,4.643645122647045e-06,0.0038505014629285766,0.0019883,0.90277246212732,0.9770850480920056,0.019988299999999994
89,0.902,0.018999999999999993,15.838102786979512,4.8099926400806275e-06,0.003922312765742149,0.0019883,0.9027495332693056,0.9776117064185194,0.020988299999999994
90,0.902,0.01999999999999999,16.250360371285915,4.966996434610908e-06,0.0040254596896842285,0.0019883,0.9037347211907613,0.9757850735249907,0.02198829999999999
91,0.902,0.02099999999999999,16.648273587542544,5.119814578933892e-06,0.004120100045915413,0.0019883,0.9046099131447423,0.9747210502853193,0.02298829999999999
92,0.902,0.021999999999999992,17.01426519679762,5.262088661929396e-06,0.004238490419082089,0.0019883,0.906123137623889,0.9716825084974192,0.02398829999999999
93,0.902,0.02299999999999999,17.708510783010055,5.5376457497310834e-06,0.004494807101972966,0.0019883,0.9094389429033206,0.964666517980632,0.02498829999999999
94,0.902,0.023999999999999987,18.074003490542047,5.686021276478326e-06,0.004603649312200827,0.0019883,0.9102238376043852,0.9639254928141149,0.025988299999999985
95,0.902,0.024999999999999988,18.387918597096412,5.815171180306475e-06,0.004755297059695356,0.0019883,0.9121639517273534,0.9593801233906969,0.026988299999999986
96,0.902,0.02599999999999999,18.690287433352246,5.941335662917026e-06,0.004913271714519628,0.0019883,0.9140958384453689,0.9549644227787578,0.027988299999999987
97,0.902,0.02699999999999999,19.309773550661294,6.205356321979953e-06,0.005203283743310185,0.0019883,0.9168296354938297,0.9504967942602078,0.028988299999999988
98,0.902,0.027999999999999983,19.618375827582877,6.33982201464898e-06,0.005351315374764654,0.0019883,0.9180061267286443,0.948552675573357,0.02998829999999998
99,0.902,0.028999999999999984,19.906869089081376,6.467332739494671e-06,0.005525043185006137,0.0019883,0.9194918052941558,0.9446317107330254,0.030988299999999983
100,0.902,0.029999999999999985,20.176267038854707,6.588004311673316e-06,0.005714171010433237,0.0019883,0.9211807428768867,0.9398868311662588,0.03198829999999998
101,0.902,0.030999999999999986,20.725264433568537,6.838663955519549e-06,0.00605442976782703,0.0019883,0.9236652113344532,0.9357340052915558,0.032988299999999984
102,0.902,0.03199999999999998,21.01421979292787,6.973550800903466e-06,0.006217749556489457,0.0019883,0.9244340741263116,0.9347584305692485,0.03398829999999998
103,0.902,0.03299999999999998,21.309875128339847,7.113632350734235e-06,0.006376705904519262,0.0019883,0.9250047088845921,0.9343429548520116,0.03498829999999998
104,0.902,0.03399999999999998,21.84855736821711,7.3733985708665275e-06,0.006748053014371404,0.0019883,0.9268456575743865,0.9299049866919942,0.03598829999999998
105,0.902,0.03499999999999998,22.1275010223494,7.510052125408214e-06,0.0069052833025557035,0.0019883,0.9272967771213304,0.9300054966878464,0.03698829999999998
106,0.902,0.035999999999999976,22.393965233034237,7.642606282148606e-06,0.0070895191595421545,0.0019883,0.9279995428874632,0.9284143721834519,0.037988299999999975
107,0.902,0.03699999999999998,22.67278101537243,7.78324789956886e-06,0.007263561025272336,0.0019883,0.9284010471634565,0.9278401064956839,0.038988299999999976
108,0.902,0.03799999999999998,23.209350265089878,8.059630031952855e-06,0.007659730939620384,0.0019883,0.929502373733261,0.9242022389091308,0.03998829999999998
109,0.902,0.03899999999999998,23.482359503452386,8.203445230004495e-06,0.007873771000933505,0.0019883,0.9299774692137809,0.9219801712218698,0.04098829999999998
110,0.902,0.03999999999999997,23.75218192008751,8.347509735955417e-06,0.008099152725351453,0.0019883,0.9304840203380538,0.9194527591963985,0.04198829999999997
111,0.902,0.040999999999999974,24.012220580817054,8.487927674370535e-06,0.008334520134642713,0.0019883,0.9310882634995713,0.9166465990697454,0.04298829999999997
112,0.902,0.041999999999999975,24.312044084101398,8.651076864578756e-06,0.00848863201098388,0.0019883,0.930747828286128,0.9186468757351772,0.04398829999999997
113,0.902,0.042999999999999976,24.812405016287624,8.928082672341535e-06,0.008948638731366327,0.0019883,0.9318402320215241,0.9143050026346601,0.044988299999999974
114,0.902,0.04399999999999998,25.073543553334968,9.075166231383165e-06,0.009163141728424092,0.0019883,0.9321029464465801,0.9135884344871258,0.045988299999999975
115,0.902,0.04499999999999997,25.334367640249408,9.223086370668755e-06,0.009354966268635483,0.0019883,0.9322264667501415,0.9140020647239916,0.04698829999999997
116,0.902,0.04599999999999997,25.792502900509085,9.486358432797815e-06,0.009809177946539396,0.0019883,0.9332717566337175,0.9107951723775937,0.04798829999999997
117,0.902,0.04699999999999997,26.03311084665443,9.627313794914425e-06,0.010031033074580835,0.0019883,0.9335742398002976,0.9099997147148332,0.04898829999999997
118,0.902,0.047999999999999966,26.513106503767755,9.912837251790087e-06,0.010463363358037759,0.0019883,0.9340100763981545,0.9092500204697531,0.049988299999999965
119,0.902,0.04899999999999997,26.747760474660648,1.0054964238087584e-05,0.010702623463010982,0.0019883,0.9343009859759219,0.9079051513134466,0.050988299999999966
120,0.903,0.01,13.379586345528399,4.394074368307124e-06,0.0033386169143680374,0.0028484,0.9688432182344582,0.9787760118647355,0.0128484
121,0.903,0.011,14.031818883476717,4.636762944573607e-06,0.003298267841772142,0.0028484,0.9609279096296571,0.9817069032379813,0.0138484
122,0.903,0.011999999999999999,11.58118355955447,3.293376818872997e-06,0.003330597836667498,0.0019883,0.9033327906771372,0.9808069213152326,0.013988299999999999
123,0.903,0.012999999999999998,15.022082581895585,5.012110393756075e-06,0.0034189981506227464,0.0028484,0.955492053297844,0.9797517170062728,0.0158484
124,0.903,0.013999999999999997,15.87406390865404,5.341693519598116e-06,0.0036228176760949335,0.0028484,0.9551778894357867,0.9782165256530232,0.016848399999999996
