Overpotential / V,<I>/A,Tafel
-0.913308587,-0.001026825420972,-2.98850338810016
-0.912299413,-0.001029815328894,-2.98724064794823
-0.911315828,-0.00102702774549,-2.98841782363708
-0.910318721,-0.001029529534004,-2.98736119030759
-0.909308396,-0.001029380580065,-2.98742402925661
-0.908284168,-0.001027412549075,-2.9882551339973
-0.907300871,-0.001031506071488,-2.98652821140775
-0.906308178,-0.001029308293153,-2.98745452809275
-0.905288238,-0.001029387120295,-2.98742126994985
-0.904309809,-0.001031854391374,-2.98638158321694
-0.903291568,-0.001029384621178,-2.9874223243194
-0.902309559,-0.001028507593191,-2.98779249767959
-0.901295028,-0.001026217239736,-2.98876069377389
-0.900302753,-0.001028087144097,-2.98797007153112
-0.899311885,-0.001027914012748,-2.98804321350325
-0.89829459,-0.001027148285674,-2.98836685435691
-0.897311404,-0.001028869646015,-2.98763964525943
-0.896312825,-0.001026866936849,-2.98848582936878
-0.895295892,-0.001028479078302,-2.98780453845691
-0.894319333,-0.001030177741967,-2.98708783772606
-0.893307022,-0.001025320058482,-2.98914054637849
-0.892289143,-0.001028606500063,-2.98775073557352
-0.891303412,-0.001027288438959,-2.98830759938168
-0.89029048,-0.001027343159473,-2.98828446645899
-0.889288954,-0.001027916684057,-2.98804208487451
-0.888308562,-0.001025492814818,-2.98906737819748
-0.88728372,-0.001028232568668,-2.98790864422625
-0.886278383,-0.001026285759967,-2.98873169702414
-0.885306604,-0.00102648724312,-2.98864644354315
-0.884313702,-0.001027908342028,-2.98804560939339
-0.883288216,-0.001026671728602,-2.98856839695438
-0.882335528,-0.001028239005004,-2.98790592572027
-0.881287954,-0.001027432046279,-2.98824689247096
-0.880310856,-0.00102487873493,-2.98932751789256
-0.879314944,-0.0010253073213,-2.98914594149579
-0.878318175,-0.001023327342614,-2.9899854216633
-0.877304956,-0.001025062470524,-2.98924966653281
-0.876335971,-0.001023439293658,-2.98993791285602
-0.875310994,-0.001023557805353,-2.98988762555954
-0.874311983,-0.001024737103256,-2.9893875387544
-0.873305998,-0.001022494938087,-2.99033883331231
-0.87232048,-0.001024754053465,-2.98938035513506
-0.871310748,-0.001023492826356,-2.9899151969536
-0.870320596,-0.001022960550669,-2.99014111404643
-0.869308307,-0.001024753370495,-2.98938064458026
-0.868299603,-0.00102358579539,-2.98987574957889
-0.867324136,-0.0010240101955,-2.98969571930991
-0.866288736,-0.001024520736464,-2.98947924698402
-0.86530935,-0.001023282510401,-2.99000444862412
-0.864307426,-0.001024999033798,-2.98927654399021
-0.863310873,-0.001021629907743,-2.99070640178859
-0.862288095,-0.001022803099067,-2.99020796474258
-0.861302755,-0.001025512809003,-2.98905891077635
-0.860324345,-0.001026182411997,-2.98877543310095
-0.859299078,-0.00102680185244,-2.98851335649464
-0.85829027,-0.00102467335526,-2.98941455667318
-0.85729023,-0.001024781318312,-2.98936880034746
-0.856293305,-0.001024829955427,-2.98934818879971
-0.855324357,-0.001022397304023,-2.99038030438284
-0.854326866,-0.001024868213882,-2.98933197623113
-0.853304274,-0.001024206495533,-2.98961247419059
-0.85231883,-0.001024031388539,-2.98968673119193
-0.851326905,-0.001024110427057,-2.98965321203601
-0.850297935,-0.001022457736786,-2.99035463447961
-0.849329129,-0.00102444496875,-2.98951136611597
-0.848306954,-0.001022490874071,-2.99034055946573
-0.84729959,-0.001023146715015,-2.9900620857865
-0.846315466,-0.001023791691081,-2.98978839943135
-0.845304534,-0.001022822103291,-2.99019989539596
-0.84432629,-0.001023520849369,-2.98990330622691
-0.84329228,-0.001021856552335,-2.99061006594488
-0.84229319,-0.001021234544063,-2.9908745032663
-0.84129973,-0.001022059808313,-2.99052368966099
-0.84031918,-0.001021131247834,-2.99091843367537
-0.83931048,-0.001021465063923,-2.99077648248719
-0.8382851,-0.001020456106161,-2.99120567126369
-0.83732192,-0.001021815036734,-2.990627710655
-0.83633944,-0.001023069384335,-2.99009491153501
-0.83531014,-0.001021210333539,-2.99088479925711
-0.83430605,-0.00102378068754,-2.98979306718083
-0.83330569,-0.001022548398072,-2.99031612731264
-0.83229081,-0.001022407808238,-2.99037584241967
-0.83132314,-0.001022615814375,-2.99028749535435
-0.83029462,-0.001020575639964,-2.99115480201923
-0.82931111,-0.001023777874118,-2.98979426065454
-0.8282989,-0.00102350422464,-2.98991036039356
-0.82730659,-0.00102281999726,-2.99020078962623
-0.82629793,-0.001022353258812,-2.9903990143345
-0.82530767,-0.001021598362536,-2.99071981185075
-0.82429494,-0.001021461833268,-2.99077785606099
-0.82330685,-0.001020113103644,-2.99135167376246
-0.82230791,-0.001019563948805,-2.99158552933462
-0.82130741,-0.001021064424818,-2.99094685491565
-0.82029004,-0.001018676131136,-2.99196386978885
-0.81932051,-0.00102046621784,-2.99120136786947
-0.81829541,-0.001019744293281,-2.99150871641377
-0.81731348,-0.001020013583065,-2.99139404489398
-0.81632084,-0.00102087541573,-2.99102725454602
-0.81529757,-0.001020924571488,-2.9910063435123
-0.81430755,-0.001023282749785,-2.99000434702626
-0.81331507,-0.001021316622004,-2.99083959985958
-0.81230976,-0.001019677158997,-2.99153730888464
-0.81130166,-0.001020640337909,-2.99112727140946
-0.81029328,-0.001019255145556,-2.99171708739986
